AU name,AU name,Total_CycleTime,Total_Length
Lyall Bay-Airport-Moa Point,Masterton West,644.262142685,147835.827967402
Lyall Bay-Airport-Moa Point,Ngaumutawa,650.3647835304,149463.198859495
Lyall Bay-Airport-Moa Point,Solway North,651.0110809522,149635.544838644
Lyall Bay-Airport-Moa Point,Mt Holdsworth,651.6483220514,145937.082093783
Lyall Bay-Airport-Moa Point,Opaki-Fernridge,653.1416184377,150203.688168117
Lyall Bay-Airport-Moa Point,Whareama,732.3023493898,171313.216421996
Lyall Bay-Airport-Moa Point,Eketahuna,851.6404598898,203136.712555329
Lyall Bay-Airport-Moa Point,Mangatainoka,902.1687478583,215157.269175883
Lyall Bay-Airport-Moa Point,Pahiatua,916.1121290662,220329.157669041
Lyall Bay-Airport-Moa Point,Owahanga,1021.7054467598,242233.778913324
Lyall Bay-Airport-Moa Point,Woodville,1042.2357265824,253962.117006697
Lyall Bay-Airport-Moa Point,Dannevirke West,1133.8968898871,278405.093887942
Lyall Bay-Airport-Moa Point,Dannevirke East,1136.5220747248,279105.143178
Lyall Bay-Airport-Moa Point,Norsewood-Herbertville,1153.1892472727,283549.722524112
Strathmore Park,Strathmore Park,0,0
Strathmore Park,Seatoun Tunnel West,4.7048814465,1254.6350523927
Strathmore Park,Seatoun,5.0069116336,1335.1764356344
Strathmore Park,Miramar South,6.3030656827,1680.8175153893
Strathmore Park,Miramar,8.1729168627,2179.4444967323
Strathmore Park,Kilbirnie East,10.8090085451,2882.4022786947
Strathmore Park,Miramar West,10.9486123957,2919.6299721861
Strathmore Park,Lyall Bay-Airport-Moa Point,11.5523600862,3080.629356333
Strathmore Park,Miramar North,12.6947112115,3385.2563230673
Strathmore Park,Karaka Bay-Worser Bay,12.8348265683,3422.6204182146
Strathmore Park,Kilbirnie West-Hataitai South,14.9981306173,3999.5014979477
Strathmore Park,Maupuia,16.5454151415,4412.1107043933
Strathmore Park,Melrose-Houghton Bay-Southgate,17.6039861372,4694.3963032432
Strathmore Park,Newtown East,18.0884878809,4823.5967682275
Strathmore Park,Adelaide,19.3380667565,5156.8178017237
Strathmore Park,Hataitai North,20.0333160686,5342.2176182968
Strathmore Park,Newtown West,20.8860205077,5569.6054687249
Strathmore Park,Berhampore East,21.5677352086,5751.3960556388
Strathmore Park,Mt Victoria West,22.7498135878,6066.6169567339
Strathmore Park,Berhampore West,22.9478128094,6119.4167491787
Strathmore Park,Vogeltown,23.9861483317,6396.3062217983
Strathmore Park,Mt Cook-Wallace Street,24.0879730344,6423.4594758362
Strathmore Park,Roseneath,24.4865218253,6529.7391534089
Strathmore Park,Island Bay East,24.5149243673,6537.3131646252
Strathmore Park,Vogeltown West,26.3157809684,7017.5415915837
Strathmore Park,Willis Street-Cambridge Terrace,26.6412777565,7104.3407350688
Strathmore Park,Island Bay West,27.2827596041,7275.4025610957
Strathmore Park,Oriental Bay,27.6885340977,7383.6090927201
Strathmore Park,Kingston-Mornington,28.072791616,7486.0777642784
Strathmore Park,Aro Street-Nairn Street,30.3672481561,8097.9328416323
Strathmore Park,Lambton,31.0029913281,8267.4643541651
Strathmore Park,Brooklyn,32.370332476,8632.0886602758
Strathmore Park,Brooklyn South,33.4362522038,8916.3339210237
Strathmore Park,Taitville,34.3487029506,9159.6541201676
Strathmore Park,Happy Valley-Owhiro Bay,34.9558304813,8583.0452773607
Strathmore Park,Kelburn,35.6290295298,9501.0745412711
Strathmore Park,Thorndon-Tinakori Road,36.0520330347,9613.8754759092
Strathmore Park,Northland,38.2644079942,10203.8421317843
Strathmore Park,Northland North,41.1978724664,10986.0993243802
Strathmore Park,Wadestown,41.8608866374,11162.9031033124
Strathmore Park,Karori North,42.2357201463,11262.8587056901
Strathmore Park,Kaiwharawhara,42.7492631067,11399.8034951126
Strathmore Park,Wilton,44.8069704609,11948.5254562466
Strathmore Park,Karori East,48.4827567977,11445.9631182203
Strathmore Park,Te Kainga,48.6577038529,12975.3876940947
Strathmore Park,Ngaio South,49.1949110898,13118.6429572783
Strathmore Park,Karori Park,49.2073345645,13121.9558838701
Strathmore Park,Karori South,49.6771951114,13247.2520296947
Strathmore Park,Ngauranga East,54.6288594261,14567.6958469601
Strathmore Park,Awarua,54.9161243351,14644.2998226852
Strathmore Park,Ngauranga West,57.5500091209,15346.6690989065
Strathmore Park,Rangoon Heights,57.6109953269,15362.932087174
Strathmore Park,Khandallah Park-Broadmeadows,57.9799558203,14933.3050399854
Strathmore Park,Raroa,60.5258833582,16140.2355621957
Strathmore Park,Johnsonville Central,63.5401818306,16944.0484881548
Strathmore Park,Johnsonville East,65.4645675069,17457.2180018406
Strathmore Park,Johnsonville North,66.3216652505,17685.7774001363
Strathmore Park,Paparangi West,68.6573428945,18308.6247718655
Strathmore Park,Newlands North,68.9512081778,18386.9888474026
Strathmore Park,Churton Park South,69.2356576102,18462.8420293784
Strathmore Park,Newlands South,69.3024777219,18480.6607258512
Strathmore Park,Makara-Ohariu,69.7914789458,18611.0610522247
Strathmore Park,Paparangi,70.2591955892,18735.7854904424
Strathmore Park,Crofton Downs,70.5432813506,18811.5416934975
Strathmore Park,Newlands East,74.8746471736,19966.5725796304
Strathmore Park,Woodridge,74.99716673,19999.2444613306
Strathmore Park,Glenside North,75.1761737771,20046.9796738917
Strathmore Park,Grenada Village,75.9204520027,20245.4538673954
Strathmore Park,Petone Central,76.2196608836,20325.2429022844
Strathmore Park,Churton Park North,77.3212215746,20618.9924198919
Strathmore Park,Korokoro,79.449141429,21186.437714392
Strathmore Park,Esplanade,79.8378093636,21290.0824969473
Strathmore Park,Wilford,82.0335302402,21875.6080640478
Strathmore Park,Alicetown,82.1070535461,21895.2142789527
Strathmore Park,Tawa South,85.3107722682,22749.5392715202
Strathmore Park,Melling,85.7578029817,22868.747461781
Strathmore Park,Maungaraki,86.8891261587,23170.4336423258
Strathmore Park,Moera,87.3474503429,23292.6534247697
Strathmore Park,Hutt Central,88.2201286722,23525.3676459075
Strathmore Park,Gracefield,88.2657618111,23537.5364829597
Strathmore Park,Woburn North,89.7497878133,23933.2767502172
Strathmore Park,Tawa Central,90.4631207046,24123.4988545479
Strathmore Park,Woburn South,90.4884945097,24130.2652025767
Strathmore Park,Grenada North,91.3024551689,24347.3213783684
Strathmore Park,Waterloo West,91.8181891331,24484.8504355044
Strathmore Park,Normandale,92.528783964,24674.3423904009
Strathmore Park,Tirohanga,93.7745564664,25006.5483910367
Strathmore Park,Greenacres,94.880754335,25301.5344893265
Strathmore Park,Linden,95.05849376,25348.9316693364
Strathmore Park,Waiwhetu South,95.1060920025,25361.6245340125
Strathmore Park,Waiwhetu North,95.1816729785,25381.7794609269
Strathmore Park,Epuni West,95.3106983402,25416.1862240438
Strathmore Park,Boulcott,95.8455829631,25558.8221234959
Strathmore Park,Waterloo East,97.9828843815,26128.7691684054
Strathmore Park,Epuni East,98.9652207268,26390.7255271522
Strathmore Park,Takapu,99.172673331,26446.0462215869
Strathmore Park,Porirua Central,100.6494825733,26839.8620195393
Strathmore Park,Avalon West,103.1557518693,27508.2004984696
Strathmore Park,Avalon East,103.1763415301,27513.6910746917
Strathmore Park,Naenae South,105.3912310153,28104.3282707537
Strathmore Park,Parkway,108.4235168154,28912.9378174395
Strathmore Park,Taita South,109.7640046796,29270.4012478962
Strathmore Park,Porirua East,109.899044203,29306.4117874554
Strathmore Park,Eastbourne,110.2439071673,29398.3752446264
Strathmore Park,Naenae North,110.4927954468,29464.7454524871
Strathmore Park,Fernlea,112.0684681879,29831.6530551079
Strathmore Park,Ranui Heights,112.3165880751,29951.0901533729
Strathmore Park,Taita North,113.602246037,30293.932276546
Strathmore Park,Cannons Creek North,115.1278478218,30700.7594191346
Strathmore Park,Kelson,117.0773743535,31220.6331609297
Strathmore Park,Cannons Creek South,117.9407669258,31450.8711802005
Strathmore Park,Cannons Creek East,118.3088932895,31549.0382105225
Strathmore Park,Homedale East,118.9975071599,31732.6685759729
Strathmore Park,Belmont,119.2542724201,31801.1393120133
Strathmore Park,Titahi Bay South,120.4675073314,32124.6686217057
Strathmore Park,Elsdon-Takapuwahia,120.567722863,32151.3927634576
Strathmore Park,Arakura,120.6038352693,32161.0227384722
Strathmore Park,Glendale,121.0050772863,32268.0206096787
Strathmore Park,Homedale West,121.700689329,32453.5171544015
Strathmore Park,Waitangirua,121.9637337238,32523.6623263574
Strathmore Park,Onepoto,122.6780189039,32714.1383743673
Strathmore Park,Titahi Bay North,122.8599722302,32762.659261374
Strathmore Park,Adventure,123.6518156555,32973.817508141
Strathmore Park,Holborn,127.3610796767,33962.9545804659
Strathmore Park,Tawhai,128.0416301609,34144.4347095735
Strathmore Park,Ascot Park,129.5706185294,34552.1649411648
Strathmore Park,Delaney,131.1767990064,34980.4797350378
Strathmore Park,Discovery,132.2502072331,35266.7219288163
Strathmore Park,Heretaunga-Silverstream,134.2241897144,35793.117257184
Strathmore Park,Manuka,135.249697965,36066.5861239885
Strathmore Park,Paremata-Postgate,135.4831034857,36128.827596183
Strathmore Park,Papakowhai South,135.6774615617,35639.747457321
Strathmore Park,Papakowhai North,136.8542702976,36494.4720793531
Strathmore Park,Heretaunga,137.5758802005,36686.9013868094
Strathmore Park,Endeavour,139.4199007762,37178.6402069977
Strathmore Park,Resolution,142.6738379072,38046.356775249
Strathmore Park,Pinehaven,142.7350517041,38062.6804544233
Strathmore Park,Trentham South,144.3178633387,38484.7635569893
Strathmore Park,Brentwood,145.6309923704,38834.9312987755
Strathmore Park,Trentham North,146.2982235246,39012.8596065582
Strathmore Park,Poets Block,148.9902230199,39730.7261386361
Strathmore Park,Wallaceville,151.9722795691,40525.9412184276
Strathmore Park,Elderslea,152.7290302673,40727.7414046019
Strathmore Park,Upper Hutt Central,154.4211059754,41178.9615934337
Strathmore Park,Maidstone,156.9457084772,41852.1889272538
Strathmore Park,Ebdentown,157.6786106873,42047.6295166105
Strathmore Park,Clouston Park,160.8654134878,42897.4435967336
Strathmore Park,Totara Park,164.7802651905,43941.4040508123
Strathmore Park,Mana-Camborne,168.2516954108,44867.1187762221
Strathmore Park,Maoribank,171.3303284326,45688.087582021
Strathmore Park,Emerald Hill,184.4401696922,49184.0452512578
Strathmore Park,Plimmerton,185.7018651797,49520.4973812408
Strathmore Park,Te Marua,192.8571583319,51428.5755551746
Strathmore Park,Pukerua Bay,194.8021853476,51947.2494260317
Strathmore Park,Paekakariki,220.2930355646,58744.809483897
Strathmore Park,Raumati South,243.2755368341,64482.5565529526
Strathmore Park,Raumati Beach,247.0377649129,65876.7373101196
Strathmore Park,Paraparaumu Central,257.7048028802,68721.2807680576
Strathmore Park,Paraparaumu Beach South,258.1344559576,68835.8549220274
Strathmore Park,Paraparaumu Beach North,265.8954645326,70905.4572086963
Strathmore Park,Otaihanga,270.412962132,72110.1232352107
Strathmore Park,Waikanae Beach,286.9005838982,75536.5016104021
Strathmore Park,Waikanae Park,296.1117360876,78904.0157585137
Strathmore Park,Waikanae East,297.4998632797,79333.2968745879
Strathmore Park,Waikanae West,297.8541653484,79368.6635613975
Strathmore Park,Kaitawa,301.108665011,80295.6440029243
Strathmore Park,Featherston,404.3380699906,83856.0752488907
Strathmore Park,Martinborough,466.646359135,100471.619020735
Strathmore Park,Kahutara,478.1705631851,101609.607792271
Strathmore Park,Greytown,498.2389062067,108896.298239851
Strathmore Park,Tuturumuri,574.7503869005,129299.359758182
Strathmore Park,Carterton,575.0715522602,129385.003854119
Strathmore Park,Waingawa,598.5349846829,135641.919166834
Strathmore Park,Solway South,635.2054928724,145420.721350709
Strathmore Park,Masterton East,636.3283184339,145720.141500443
Strathmore Park,Lansdowne,645.4150730779,148143.276072151
Strathmore Park,Masterton Central,647.6220492461,148731.80305036
Strathmore Park,Masterton Railway,648.7867521729,149042.390497505
Strathmore Park,Masterton West,648.9966511996,149098.363571274
Strathmore Park,Ngaumutawa,655.0992920449,150725.734463366
Strathmore Park,Solway North,655.7455894667,150898.080442516
Strathmore Park,Mt Holdsworth,656.3828305659,147199.617697655
Strathmore Park,Opaki-Fernridge,657.8761269522,151466.223771989
Strathmore Park,Whareama,737.0368579043,172575.752025868
Strathmore Park,Eketahuna,856.3749684043,204399.248159201
Strathmore Park,Mangatainoka,906.9032563728,216419.804779754
Strathmore Park,Pahiatua,920.8466375807,221591.693272912
Strathmore Park,Owahanga,1026.4399552744,243496.314517196
Strathmore Park,Woodville,1046.9702350969,255224.652610569
Strathmore Park,Dannevirke West,1138.6313984016,279667.629491813
Strathmore Park,Dannevirke East,1141.2565832393,280367.678781871
Strathmore Park,Norsewood-Herbertville,1157.9237557872,284812.258127984
Ngauranga West,Ngauranga West,0,0
Ngauranga West,Te Kainga,8.892305268,2371.2814048119
Ngauranga West,Rangoon Heights,12.71370166,3390.3204426625
Ngauranga West,Ngaio South,15.1553906574,4041.437508639
Ngauranga West,Khandallah Park-Broadmeadows,15.4206984661,3584.1697455251
Ngauranga West,Kaiwharawhara,15.7870877622,4209.8900699097
Ngauranga West,Raroa,16.5057623149,4401.53661731
Ngauranga West,Awarua,18.573609556,4952.9625482712
Ngauranga West,Johnsonville Central,19.5200607873,5205.3495432692
Ngauranga West,Ngauranga East,20.8462337015,5558.9956537387
Ngauranga West,Johnsonville East,21.4444464636,5718.5190569549
Ngauranga West,Thorndon-Tinakori Road,22.2900761065,5944.0202950726
Ngauranga West,Johnsonville North,22.3015442072,5947.0784552506
Ngauranga West,Paparangi West,24.6372218512,6569.9258269798
Ngauranga West,Newlands North,24.9310871344,6648.2899025169
Ngauranga West,Churton Park South,25.2155365668,6724.1430844927
Ngauranga West,Newlands South,25.2823566786,6741.9617809656
Ngauranga West,Wadestown,26.1182666097,6964.871095921
Ngauranga West,Paparangi,26.2390745458,6997.0865455567
Ngauranga West,Wilton,26.7973382015,7145.9568537378
Ngauranga West,Lambton,30.4120165584,8109.8710822484
Ngauranga West,Newlands East,30.8545261303,8227.8736347448
Ngauranga West,Woodridge,30.9770456867,8260.5455164449
Ngauranga West,Glenside North,31.1560527338,8308.2807290061
Ngauranga West,Willis Street-Cambridge Terrace,31.306150751,8348.3068669463
Ngauranga West,Northland,31.6603447863,8442.7586096753
Ngauranga West,Grenada Village,31.9003309594,8506.7549225097
Ngauranga West,Kelburn,32.8394545078,8757.1878687446
Ngauranga West,Northland North,33.0740036293,8819.7343011531
Ngauranga West,Crofton Downs,33.1278939995,8834.1050665354
Ngauranga West,Churton Park North,33.3011005313,8880.2934750062
Ngauranga West,Taitville,34.4801421777,9194.7045807266
Ngauranga West,Aro Street-Nairn Street,34.7609578779,9269.5887674533
Ngauranga West,Oriental Bay,34.8611242067,9296.2997884494
Ngauranga West,Mt Victoria West,35.2535140043,9400.9370678163
Ngauranga West,Mt Cook-Wallace Street,35.7938846725,9545.035912673
Ngauranga West,Karori North,37.8847550096,10102.6013358944
Ngauranga West,Roseneath,39.2138837875,10457.035676679
Ngauranga West,Adelaide,40.1339609665,10702.3895910671
Ngauranga West,Newtown West,40.4204869674,10778.7965246425
Ngauranga West,Hataitai North,40.4898104629,10797.2827900944
Ngauranga West,Vogeltown,40.5833081296,10822.2155012203
Ngauranga West,Tawa South,41.2906512249,11010.8403266345
Ngauranga West,Brooklyn,41.3210761959,11018.9536522483
Ngauranga West,Vogeltown West,41.3769195943,11033.8452251355
Ngauranga West,Kilbirnie West-Hataitai South,43.097352304,11492.6272810782
Ngauranga West,Brooklyn South,43.5217092276,11605.7891273487
Ngauranga West,Newtown East,44.0292272211,11741.1272589651
Ngauranga West,Karori Park,44.8563694278,11961.6985140744
Ngauranga West,Kingston-Mornington,44.8927904841,11971.4107957561
Ngauranga West,Berhampore West,44.9386881432,11983.6501715332
Ngauranga West,Karori South,45.1823564208,12048.6283788793
Ngauranga West,Berhampore East,45.2394384587,12063.8502556416
Ngauranga West,Petone Central,45.7321925012,12195.2513336518
Ngauranga West,Tawa Central,46.4429996612,12384.7999096622
Ngauranga West,Kilbirnie East,47.1210905072,12565.6241352412
Ngauranga West,Grenada North,47.2823341256,12608.6224334826
Ngauranga West,Korokoro,48.9616730466,13056.4461457593
Ngauranga West,Esplanade,49.3503409812,13160.0909283147
Ngauranga West,Happy Valley-Owhiro Bay,50.5066444097,13468.4385092487
Ngauranga West,Greenacres,50.8606332917,13562.8355444408
Ngauranga West,Linden,51.0383727167,13610.2327244507
Ngauranga West,Island Bay East,51.1931469527,13651.5058540582
Ngauranga West,Melrose-Houghton Bay-Southgate,51.4995202008,13733.2053868884
Ngauranga West,Wilford,51.5460618578,13745.6164954152
Ngauranga West,Alicetown,51.6195851637,13765.2227103201
Ngauranga West,Island Bay West,52.2318851821,13928.5027152307
Ngauranga West,Lyall Bay-Airport-Moa Point,53.0073312082,14135.2883221774
Ngauranga West,Miramar South,54.3970163991,14505.8710397584
Ngauranga West,Takapu,55.1525522876,14707.3472767011
Ngauranga West,Melling,55.2703345993,14738.7558931483
Ngauranga West,Karori East,56.20027798,14642.8949693805
Ngauranga West,Maungaraki,56.4016577763,15040.4420736932
Ngauranga West,Porirua Central,56.62936153,15101.1630746536
Ngauranga West,Seatoun Tunnel West,56.6876372625,15116.703270009
Ngauranga West,Moera,56.8599819605,15162.6618561371
Ngauranga West,Hutt Central,57.7326602898,15395.3760772749
Ngauranga West,Gracefield,57.7782934287,15407.5449143271
Ngauranga West,Strathmore Park,57.8074618765,15415.3231670533
Ngauranga West,Miramar,57.8522924976,15427.2779993495
Ngauranga West,Woburn North,59.2623194309,15803.2851815846
Ngauranga West,Miramar West,59.3806632105,15834.8435227911
Ngauranga West,Woburn South,60.0010261273,16000.2736339441
Ngauranga West,Waterloo West,61.3307207508,16354.8588668718
Ngauranga West,Seatoun,61.4228498201,16379.4266186827
Ngauranga West,Miramar North,61.8877259181,16503.3935781625
Ngauranga West,Normandale,62.0413155816,16544.3508217682
Ngauranga West,Karaka Bay-Worser Bay,62.5142022031,16670.4539208318
Ngauranga West,Tirohanga,63.287088084,16876.5568224041
Ngauranga West,Waiwhetu South,64.6186236202,17231.6329653799
Ngauranga West,Waiwhetu North,64.6942045961,17251.7878922943
Ngauranga West,Epuni West,64.8232299578,17286.1946554112
Ngauranga West,Boulcott,65.3581145807,17428.8305548633
Ngauranga West,Maupuia,65.3655578596,17430.8154292236
Ngauranga West,Makara-Ohariu,65.4405138091,17450.8036824291
Ngauranga West,Porirua East,65.8789231596,17567.7128425697
Ngauranga West,Waterloo East,67.4954159991,17998.7775997727
Ngauranga West,Ranui Heights,68.2964670318,18212.3912084872
Ngauranga West,Epuni East,68.4777523444,18260.7339585196
Ngauranga West,Cannons Creek North,71.1077267784,18962.0604742489
Ngauranga West,Avalon West,72.6682834869,19378.2089298369
Ngauranga West,Avalon East,72.6888731477,19383.6995060591
Ngauranga West,Cannons Creek South,73.9206458824,19712.1722353148
Ngauranga West,Cannons Creek East,74.2887722461,19810.3392656368
Ngauranga West,Naenae South,74.903762633,19974.3367021211
Ngauranga West,Titahi Bay South,76.4473862881,20385.96967682
Ngauranga West,Elsdon-Takapuwahia,76.5476018196,20412.6938185718
Ngauranga West,Parkway,77.936048433,20782.9462488069
Ngauranga West,Waitangirua,77.9436126805,20784.9633814717
Ngauranga West,Onepoto,78.6578978606,20975.4394294816
Ngauranga West,Titahi Bay North,78.8398511868,21023.9603164883
Ngauranga West,Taita South,79.2765362972,21140.4096792636
Ngauranga West,Adventure,79.6316946122,21235.1185632553
Ngauranga West,Eastbourne,79.756438785,21268.3836759938
Ngauranga West,Naenae North,80.0053270645,21334.7538838544
Ngauranga West,Fernlea,81.5809998056,21701.6614864752
Ngauranga West,Taita North,83.1147776547,22163.9407079134
Ngauranga West,Ascot Park,85.550497486,22813.4659962791
Ngauranga West,Kelson,86.5899059711,23090.6415922971
Ngauranga West,Discovery,88.2300861897,23528.0229839306
Ngauranga West,Homedale East,88.5100387775,23602.6770073403
Ngauranga West,Belmont,88.7668040377,23671.1477433807
Ngauranga West,Arakura,90.1163668869,24031.0311698396
Ngauranga West,Glendale,90.5176089039,24138.0290410461
Ngauranga West,Homedale West,91.2132209466,24323.5255857689
Ngauranga West,Paremata-Postgate,91.4629824424,24390.1286512972
Ngauranga West,Papakowhai South,91.6573405183,23901.0485124353
Ngauranga West,Papakowhai North,92.8341492543,24755.7731344673
Ngauranga West,Endeavour,95.3997797329,25439.941262112
Ngauranga West,Holborn,96.8736112944,25832.9630118333
Ngauranga West,Tawhai,97.5541617785,26014.4431409409
Ngauranga West,Delaney,100.689330624,26850.4881664051
Ngauranga West,Heretaunga-Silverstream,103.7367213321,27663.1256885514
Ngauranga West,Manuka,104.7622295826,27936.5945553559
Ngauranga West,Heretaunga,107.0884118182,28556.9098181768
Ngauranga West,Resolution,112.1863695248,29916.3652066163
Ngauranga West,Pinehaven,112.2475833217,29932.6888857907
Ngauranga West,Trentham South,113.8303949563,30354.7719883567
Ngauranga West,Brentwood,115.143523988,30704.9397301429
Ngauranga West,Trentham North,115.8107551422,30882.8680379256
Ngauranga West,Poets Block,118.5027546375,31600.7345700035
Ngauranga West,Wallaceville,121.4848111867,32395.949649795
Ngauranga West,Elderslea,122.2415618849,32597.7498359693
Ngauranga West,Upper Hutt Central,123.933637593,33048.9700248011
Ngauranga West,Mana-Camborne,124.2315743675,33128.4198313364
Ngauranga West,Maidstone,126.4582400948,33722.1973586211
Ngauranga West,Ebdentown,127.1911423049,33917.6379479778
Ngauranga West,Clouston Park,130.3779451054,34767.452028101
Ngauranga West,Totara Park,134.2927968082,35811.4124821796
Ngauranga West,Maoribank,140.8428600502,37558.0960133883
Ngauranga West,Plimmerton,141.6817441363,37781.7984363551
Ngauranga West,Pukerua Bay,150.7820643043,40208.550481146
Ngauranga West,Emerald Hill,153.9527013098,41054.0536826252
Ngauranga West,Te Marua,162.3696899495,43298.583986542
Ngauranga West,Paekakariki,176.2729145213,47006.1105390114
Ngauranga West,Raumati South,199.2554157908,52743.8576080669
Ngauranga West,Raumati Beach,203.0176438696,54138.0383652339
Ngauranga West,Paraparaumu Central,213.6846818369,56982.5818231719
Ngauranga West,Paraparaumu Beach South,214.1143349143,57097.1559771417
Ngauranga West,Paraparaumu Beach North,221.8753434893,59166.7582638106
Ngauranga West,Otaihanga,226.3928410887,60371.4242903251
Ngauranga West,Waikanae Beach,242.8804628549,63797.8026655164
Ngauranga West,Waikanae Park,252.0916150443,67165.316813628
Ngauranga West,Waikanae West,253.8340443051,67629.9646165118
Ngauranga West,Waikanae East,267.0123948973,71203.3053059552
Ngauranga West,Kaitawa,270.6211966286,72165.6524342916
Ngauranga West,Featherston,373.8506016083,75726.0836802581
Ngauranga West,Martinborough,436.1588907527,92341.6274521026
Ngauranga West,Kahutara,447.6830948028,93479.6162236392
Ngauranga West,Greytown,467.7514378244,100766.306671218
Ngauranga West,Tuturumuri,544.2629185181,121169.368189549
Ngauranga West,Carterton,544.5840838779,121255.012285487
Ngauranga West,Waingawa,568.0475163005,127511.927598202
Ngauranga West,Solway South,604.7180244901,137290.729782076
Ngauranga West,Masterton East,605.8408500516,137590.14993181
Ngauranga West,Lansdowne,614.9276046955,140013.284503519
Ngauranga West,Masterton Central,617.1345808638,140601.811481727
Ngauranga West,Masterton Railway,618.2992837906,140912.398928872
Ngauranga West,Masterton West,618.5091828172,140968.372002641
Ngauranga West,Ngaumutawa,624.6118236625,142595.742894734
Ngauranga West,Solway North,625.2581210844,142768.088873883
Ngauranga West,Mt Holdsworth,625.8953621835,139069.626129022
Ngauranga West,Opaki-Fernridge,627.3886585699,143336.232203356
Ngauranga West,Whareama,706.5493895219,164445.760457235
Ngauranga West,Eketahuna,825.8875000219,196269.256590568
Ngauranga West,Mangatainoka,876.4157879904,208289.813211122
Ngauranga West,Pahiatua,890.3591691983,213461.70170428
Ngauranga West,Owahanga,995.952486892,235366.322948563
Ngauranga West,Woodville,1016.4827667146,247094.661041936
Ngauranga West,Dannevirke West,1108.1439300192,271537.637923181
Ngauranga West,Dannevirke East,1110.7691148569,272237.687213239
Ngauranga West,Norsewood-Herbertville,1127.4362874049,276682.266559351
Onepoto,Onepoto,0,0
Onepoto,Titahi Bay North,14.2971873344,3812.5832891686
Onepoto,Titahi Bay South,14.6112440677,3896.3317513903
Onepoto,Porirua Central,22.3158224754,5950.8859934489
Onepoto,Porirua East,23.76160585,6336.4282266733
Onepoto,Elsdon-Takapuwahia,25.8308143318,6888.2171551565
Onepoto,Ranui Heights,26.071092947,6952.291452528
Onepoto,Linden,28.3834107056,7568.9095214821
Onepoto,Cannons Creek North,28.9904094688,7730.7758583525
Onepoto,Cannons Creek South,31.8033285728,8480.8876194184
Onepoto,Cannons Creek East,32.1714549365,8579.0546497404
Onepoto,Greenacres,32.9061437737,8774.9716729888
Onepoto,Tawa Central,34.5437911974,9211.6776526441
Onepoto,Waitangirua,35.8262953709,9553.6787655753
Onepoto,Adventure,37.5143773026,10003.8339473588
Onepoto,Tawa South,39.9313771984,10648.3672529178
Onepoto,Ascot Park,43.4331801764,11582.1813803826
Onepoto,Discovery,46.1127688801,12296.7383680342
Onepoto,Glenside North,47.5371181055,12676.5648281208
Onepoto,Grenada North,48.2319350235,12861.8493395942
Onepoto,Paremata-Postgate,49.3456651328,13158.8440354008
Onepoto,Papakowhai South,49.5400232087,12669.7638965388
Onepoto,Papakowhai North,50.7168319446,13524.4885185709
Onepoto,Endeavour,53.2824624233,14208.6566462155
Onepoto,Takapu,56.1021531855,14960.5741828127
Onepoto,Churton Park South,56.8699729102,15165.3261093769
Onepoto,Grenada Village,58.2536997877,15534.3199433842
Onepoto,Churton Park North,58.6518590735,15640.495752942
Onepoto,Johnsonville North,59.0181294237,15738.1678463275
Onepoto,Johnsonville East,61.3953438182,16372.0916848585
Onepoto,Johnsonville Central,61.4930093467,16398.1358257764
Onepoto,Paparangi West,63.3281136612,16887.4969763071
Onepoto,Newlands North,64.2132118078,17123.52314875
Onepoto,Raroa,64.3640593037,17163.749147653
Onepoto,Paparangi,65.0233369156,17339.5565108162
Onepoto,Newlands South,67.5554711155,18014.7922974678
Onepoto,Newlands East,69.6387885,18570.3436000043
Onepoto,Woodridge,69.7613080564,18603.0154817044
Onepoto,Rangoon Heights,70.8766716292,18900.4457677905
Onepoto,Te Kainga,74.1569491567,19775.1864417811
Onepoto,Khandallah Park-Broadmeadows,75.8345391395,19694.5272584394
Onepoto,Ngaio South,77.7157746904,20724.206584108
Onepoto,Ngauranga West,78.7945319662,21011.8751909901
Onepoto,Awarua,80.8066317983,21548.4351462007
Onepoto,Kaiwharawhara,81.0517316508,21613.7951068789
Onepoto,Mana-Camborne,82.1142570579,21897.13521544
Onepoto,Thorndon-Tinakori Road,87.5547199952,23347.9253320419
Onepoto,Wilton,89.0303604438,23741.4294516673
Onepoto,Ngauranga East,89.3278737218,23820.766325824
Onepoto,Wadestown,89.7781622766,23940.8432737546
Onepoto,Crofton Downs,95.3609162417,25429.5776644649
Onepoto,Northland North,95.4208453745,25445.5587665206
Onepoto,Lambton,95.6766604471,25513.7761192176
Onepoto,Northland,96.4057571919,25708.2019178374
Onepoto,Willis Street-Cambridge Terrace,96.5707946397,25752.2119039155
Onepoto,Kelburn,98.1040983964,26161.0929057138
Onepoto,Plimmerton,99.5644268267,26550.5138204586
Onepoto,Taitville,99.7447860664,26598.6096176958
Onepoto,Aro Street-Nairn Street,100.0256017666,26673.4938044225
Onepoto,Karori North,100.1177772518,26698.073933824
Onepoto,Oriental Bay,100.1257680953,26700.2048254186
Onepoto,Mt Victoria West,100.5181578929,26804.8421047855
Onepoto,Mt Cook-Wallace Street,101.0585285612,26948.9409496422
Onepoto,Roseneath,104.4785276762,27860.9407136482
Onepoto,Adelaide,105.3986048551,28106.2946280363
Onepoto,Newtown West,105.685130856,28182.7015616118
Onepoto,Hataitai North,105.7544543515,28201.1878270636
