area unit name,number of bedrooms,count,median weekly rent,mean weekly rent
Awapuni North,Not Elsewhere Included,6,,
Awapuni North,Total,498,240,250
Awapuni West,1,3,,
Awapuni West,2,9,210,210
Awapuni West,3,48,260,270
Awapuni West,4,27,320,320
Awapuni West,5,3,,
Awapuni West,6+,0,,
Awapuni West,Not Elsewhere Included,0,,
Awapuni West,Total,90,290,290
Awapuni South,1,6,200,210
Awapuni South,2,54,230,230
Awapuni South,3,123,290,280
Awapuni South,4,48,300,310
Awapuni South,5,12,330,330
Awapuni South,6+,3,,
Awapuni South,Not Elsewhere Included,0,,
Awapuni South,Total,252,290,290
West End,1,171,130,120
West End,2,348,220,210
West End,3,180,280,270
West End,4,135,310,310
West End,5,45,410,410
West End,6+,27,550,490
West End,Not Elsewhere Included,9,80,220
West End,Total,912,250,260
Hokowhitu West,1,51,160,170
Hokowhitu West,2,225,210,200
Hokowhitu West,3,120,300,420
Hokowhitu West,4,96,350,360
Hokowhitu West,5,57,420,410
Hokowhitu West,6+,12,600,510
Hokowhitu West,Not Elsewhere Included,0,,
Hokowhitu West,Total,561,270,310
Hokowhitu Lagoon,1,12,110,120
Hokowhitu Lagoon,2,42,260,270
Hokowhitu Lagoon,3,54,320,320
Hokowhitu Lagoon,4,18,420,420
Hokowhitu Lagoon,5,3,,
Hokowhitu Lagoon,6+,3,,
Hokowhitu Lagoon,Not Elsewhere Included,0,,
Hokowhitu Lagoon,Total,129,300,300
Hokowhitu East,1,21,150,160
Hokowhitu East,2,144,240,230
Hokowhitu East,3,267,290,330
Hokowhitu East,4,96,320,320
Hokowhitu East,5,21,430,380
Hokowhitu East,6+,6,,
Hokowhitu East,Not Elsewhere Included,3,,
Hokowhitu East,Total,552,280,270
Aokautere,1,6,140,140
Aokautere,2,18,120,140
Aokautere,3,33,340,340
Aokautere,4,45,380,350
Aokautere,5,9,470,470
Aokautere,6+,0,,
Aokautere,Not Elsewhere Included,0,,
Aokautere,Total,117,350,330
Shannon,1,18,130,120
Shannon,2,33,150,140
Shannon,3,60,180,180
Shannon,4,9,190,190
Shannon,5,3,,
Shannon,6+,0,,
Shannon,Not Elsewhere Included,0,,
Shannon,Total,123,160,160
Waitarere,1,3,,
Waitarere,2,18,150,150
Waitarere,3,24,230,240
Waitarere,4,6,240,240
Waitarere,5,3,,
Waitarere,6+,0,,
Waitarere,Not Elsewhere Included,0,,
Waitarere,Total,54,200,190
Waikanae Beach,1,18,190,200
Waikanae Beach,2,75,260,250
Waikanae Beach,3,135,310,390
Waikanae Beach,4,30,350,320
Waikanae Beach,5,3,,
Waikanae Beach,6+,6,,
Waikanae Beach,Not Elsewhere Included,3,,
Waikanae Beach,Total,267,290,290
Waikanae East,1,3,,
Waikanae East,2,30,260,230
Waikanae East,3,48,320,320
Waikanae East,4,18,370,350
Waikanae East,5,3,,
Waikanae East,6+,0,,
Waikanae East,Not Elsewhere Included,0,,
Waikanae East,Total,102,300,410
Peka Peka,1,6,,
Peka Peka,2,6,,
Peka Peka,3,3,,
Peka Peka,4,3,,
Peka Peka,5,0,,
Peka Peka,6+,0,,
Peka Peka,Not Elsewhere Included,0,,
Peka Peka,Total,18,200,210
Waikanae Park,1,6,210,210
Waikanae Park,2,36,270,240
Waikanae Park,3,45,320,320
Waikanae Park,4,21,290,320
Waikanae Park,5,6,,
Waikanae Park,6+,3,,
Waikanae Park,Not Elsewhere Included,0,,
Waikanae Park,Total,111,300,300
Waikanae West,1,15,100,150
Waikanae West,2,108,250,220
Waikanae West,3,84,330,320
Waikanae West,4,15,380,390
Waikanae West,5,6,0,0
Waikanae West,6+,3,,
Waikanae West,Not Elsewhere Included,0,,
Waikanae West,Total,231,290,280
Tokomaru,1,0,,
Tokomaru,2,6,190,180
Tokomaru,3,24,190,200
Tokomaru,4,9,260,260
Tokomaru,5,3,,
Tokomaru,6+,0,,
Tokomaru,Not Elsewhere Included,0,,
Tokomaru,Total,42,200,200
Opiki,1,0,,
Opiki,2,3,,
Opiki,3,15,140,140
Opiki,4,12,100,110
Opiki,5,3,,
Opiki,6+,0,,
Opiki,Not Elsewhere Included,0,,
Opiki,Total,33,130,140
Kaitawa,1,3,,
Kaitawa,2,3,,
Kaitawa,3,6,350,380
Kaitawa,4,6,,
Kaitawa,5,0,,
Kaitawa,6+,0,,
Kaitawa,Not Elsewhere Included,0,,
Kaitawa,Total,18,170,190
Lake Horowhenua,1,3,,
Lake Horowhenua,2,3,,
Lake Horowhenua,3,18,180,160
Lake Horowhenua,4,9,150,150
Lake Horowhenua,5,6,200,200
Lake Horowhenua,6+,0,,
Lake Horowhenua,Not Elsewhere Included,0,,
Lake Horowhenua,Total,45,190,180
Waiopehu,1,9,150,150
Waiopehu,2,15,180,310
Waiopehu,3,21,190,190
Waiopehu,4,12,300,290
Waiopehu,5,0,,
Waiopehu,6+,6,,
Waiopehu,Not Elsewhere Included,0,,
Waiopehu,Total,66,230,240
Kohitere,1,6,,
Kohitere,2,6,110,110
Kohitere,3,18,220,220
Kohitere,4,6,290,290
Kohitere,5,3,,
Kohitere,6+,0,,
Kohitere,Not Elsewhere Included,0,,
Kohitere,Total,39,250,260
Mangaore-Manakau,1,12,150,140
Mangaore-Manakau,2,24,170,150
Mangaore-Manakau,3,84,180,190
Mangaore-Manakau,4,39,200,210
Mangaore-Manakau,5,9,270,270
Mangaore-Manakau,6+,0,,
Mangaore-Manakau,Not Elsewhere Included,3,,
Mangaore-Manakau,Total,174,180,190
Otaki Forks,1,6,120,110
Otaki Forks,2,15,220,210
Otaki Forks,3,33,220,260
Otaki Forks,4,12,200,210
Otaki Forks,5,6,230,230
Otaki Forks,6+,3,,
Otaki Forks,Not Elsewhere Included,0,,
Otaki Forks,Total,75,200,220
Te Horo,1,9,190,180
Te Horo,2,12,180,180
Te Horo,3,21,300,320
Te Horo,4,3,,
Te Horo,5,3,,
Te Horo,6+,3,,
Te Horo,Not Elsewhere Included,0,,
Te Horo,Total,48,220,220
Levin North,1,39,140,130
Levin North,2,126,180,190
Levin North,3,132,230,340
Levin North,4,48,260,270
Levin North,5,9,310,310
Levin North,6+,3,,
Levin North,Not Elsewhere Included,0,,
Levin North,Total,357,210,210
Levin West,1,30,140,130
Levin West,2,105,180,200
Levin West,3,153,220,210
Levin West,4,39,210,180
Levin West,5,3,,
Levin West,6+,3,,
Levin West,Not Elsewhere Included,3,,
Levin West,Total,333,200,190
Playford Park,1,72,150,140
Playford Park,2,153,180,170
Playford Park,3,183,220,210
Playford Park,4,42,250,270
Playford Park,5,3,,
Playford Park,6+,3,,
Playford Park,Not Elsewhere Included,3,,
Playford Park,Total,462,200,190
Levin South,1,27,140,120
Levin South,2,54,80,110
Levin South,3,159,200,190
Levin South,4,33,220,200
Levin South,5,3,,
Levin South,6+,0,,
Levin South,Not Elsewhere Included,3,,
Levin South,Total,279,190,180
Levin East,1,69,140,140
Levin East,2,141,180,170
Levin East,3,195,220,280
Levin East,4,48,290,290
Levin East,5,9,270,270
Levin East,6+,3,,
Levin East,Not Elsewhere Included,3,,
Levin East,Total,471,200,200
Otaki,1,96,100,110
Otaki,2,216,200,190
Otaki,3,303,240,270
Otaki,4,90,270,270
Otaki,5,18,290,290
Otaki,6+,3,,
Otaki,Not Elsewhere Included,3,,
Otaki,Total,732,220,230
Heretaunga,1,0,,
Heretaunga,2,24,270,260
Heretaunga,3,30,340,330
Heretaunga,4,9,480,440
Heretaunga,5,3,,
Heretaunga,6+,0,,
Heretaunga,Not Elsewhere Included,0,,
Heretaunga,Total,66,300,310
Trentham South,1,0,,
Trentham South,2,12,100,120
Trentham South,3,48,210,270
Trentham South,4,6,220,220
Trentham South,5,0,,
Trentham South,6+,0,,
Trentham South,Not Elsewhere Included,0,,
Trentham South,Total,69,200,240
Pinehaven,1,9,140,140
Pinehaven,2,42,250,250
Pinehaven,3,45,310,280
Pinehaven,4,24,420,360
Pinehaven,5,6,,
Pinehaven,6+,0,,
Pinehaven,Not Elsewhere Included,0,,
Pinehaven,Total,126,290,290
Moonshine Valley,1,,,
Moonshine Valley,2,,,
Moonshine Valley,3,,,
Moonshine Valley,4,,,
Moonshine Valley,5,,,
Moonshine Valley,6+,,,
Moonshine Valley,Not Elsewhere Included,,,
Moonshine Valley,Total,9,300,340
Riverstone Terraces,1,0,,
Riverstone Terraces,2,3,,
Riverstone Terraces,3,30,440,440
Riverstone Terraces,4,21,470,460
Riverstone Terraces,5,3,,
Riverstone Terraces,6+,0,,
Riverstone Terraces,Not Elsewhere Included,0,,
Riverstone Terraces,Total,57,450,450
Glendale,1,3,,
Glendale,2,18,240,220
Glendale,3,213,280,250
Glendale,4,54,330,320
Glendale,5,9,380,370
Glendale,6+,0,,
Glendale,Not Elsewhere Included,0,,
Glendale,Total,297,290,270
Parkway,1,6,,
Parkway,2,54,230,230
Parkway,3,150,300,290
Parkway,4,24,300,300
Parkway,5,6,,
Parkway,6+,3,,
Parkway,Not Elsewhere Included,0,,
Parkway,Total,243,280,270
Fernlea,1,9,190,160
Fernlea,2,45,230,230
Fernlea,3,72,300,280
Fernlea,4,24,330,320
Fernlea,5,6,,
Fernlea,6+,3,,
Fernlea,Not Elsewhere Included,0,,
Fernlea,Total,153,280,270
Arakura,1,15,140,140
Arakura,2,72,210,200
Arakura,3,138,290,280
Arakura,4,30,330,320
Arakura,5,3,,
Arakura,6+,0,,
Arakura,Not Elsewhere Included,0,,
Arakura,Total,258,270,250
Homedale West,1,21,160,150
Homedale West,2,45,220,210
Homedale West,3,108,270,240
Homedale West,4,30,350,330
Homedale West,5,3,,
Homedale West,6+,3,,
Homedale West,Not Elsewhere Included,3,,
Homedale West,Total,213,250,240
Homedale East,1,6,,
Homedale East,2,54,230,220
Homedale East,3,114,290,270
Homedale East,4,33,300,280
Homedale East,5,3,,
Homedale East,6+,3,,
Homedale East,Not Elsewhere Included,0,,
Homedale East,Total,213,270,260
Pencarrow,1,,,
Pencarrow,2,,,
Pencarrow,3,,,
Pencarrow,4,,,
Pencarrow,5,,,
Pencarrow,6+,,,
Pencarrow,Not Elsewhere Included,,,
Pencarrow,Total,18,190,200
Pauatahanui,1,6,,
Pauatahanui,2,9,300,380
Pauatahanui,3,15,290,290
Pauatahanui,4,3,,
Pauatahanui,5,0,,
Pauatahanui,6+,0,,
Pauatahanui,Not Elsewhere Included,0,,
Pauatahanui,Total,33,340,340
Endeavour,1,3,,
Endeavour,2,9,350,350
Endeavour,3,57,410,430
Endeavour,4,48,550,760
Endeavour,5,15,540,530
Endeavour,6+,3,,
Endeavour,Not Elsewhere Included,3,,
Endeavour,Total,135,460,450
Resolution,1,,,
Resolution,2,,,
Resolution,3,,,
Resolution,4,,,
Resolution,5,,,
Resolution,6+,,,
Resolution,Not Elsewhere Included,,,
Resolution,Total,,,
Adventure,1,3,,
Adventure,2,9,300,300
Adventure,3,57,360,390
Adventure,4,15,450,450
Adventure,5,0,,
Adventure,6+,0,,
Adventure,Not Elsewhere Included,0,,
Adventure,Total,84,350,350
Paekakariki Hill,1,,,
Paekakariki Hill,2,,,
Paekakariki Hill,3,,,
Paekakariki Hill,4,,,
Paekakariki Hill,5,,,
Paekakariki Hill,6+,,,
Paekakariki Hill,Not Elsewhere Included,,,
Paekakariki Hill,Total,9,280,280
Paraparaumu Beach North,1,39,80,120
Paraparaumu Beach North,2,78,270,230
Paraparaumu Beach North,3,150,320,310
Paraparaumu Beach North,4,45,380,400
Paraparaumu Beach North,5,6,390,390
Paraparaumu Beach North,6+,3,,
Paraparaumu Beach North,Not Elsewhere Included,6,0,0
Paraparaumu Beach North,Total,327,300,280
Otaihanga,1,6,,
Otaihanga,2,15,310,360
Otaihanga,3,33,340,340
Otaihanga,4,9,510,510
Otaihanga,5,3,,
Otaihanga,6+,0,,
Otaihanga,Not Elsewhere Included,0,,
Otaihanga,Total,66,330,320
Paraparaumu Beach South,1,60,160,160
Paraparaumu Beach South,2,183,280,260
Paraparaumu Beach South,3,186,350,350
Paraparaumu Beach South,4,51,410,410
Paraparaumu Beach South,5,12,420,370
Paraparaumu Beach South,6+,0,,
Paraparaumu Beach South,Not Elsewhere Included,0,,
Paraparaumu Beach South,Total,498,300,290
Paraparaumu Central,1,51,170,160
Paraparaumu Central,2,201,240,220
Paraparaumu Central,3,390,310,340
Paraparaumu Central,4,102,390,370
Paraparaumu Central,5,12,370,330
Paraparaumu Central,6+,6,400,400
Paraparaumu Central,Not Elsewhere Included,3,,
Paraparaumu Central,Total,765,300,310
Raumati Beach,1,24,210,230
Raumati Beach,2,180,270,240
Raumati Beach,3,165,320,320
Raumati Beach,4,51,400,400
Raumati Beach,5,15,430,430
Raumati Beach,6+,0,,
Raumati Beach,Not Elsewhere Included,6,,
Raumati Beach,Total,441,300,300
Raumati South,1,33,190,200
Raumati South,2,93,280,280
Raumati South,3,123,330,320
Raumati South,4,42,380,350
Raumati South,5,9,400,430
Raumati South,6+,6,430,430
Raumati South,Not Elsewhere Included,0,,
Raumati South,Total,303,300,310
Paekakariki,1,48,190,180
Paekakariki,2,63,270,260
Paekakariki,3,69,340,340
Paekakariki,4,18,320,290
Paekakariki,5,6,0,0
Paekakariki,6+,3,,
Paekakariki,Not Elsewhere Included,0,,
Paekakariki,Total,207,290,290
Kapiti Island,1,,,
Kapiti Island,2,,,
Kapiti Island,3,,,
Kapiti Island,4,,,
Kapiti Island,5,,,
Kapiti Island,6+,,,
Kapiti Island,Not Elsewhere Included,,,
Kapiti Island,Total,,,
Maungakotukutuku,1,15,190,190
Maungakotukutuku,2,3,,
Maungakotukutuku,3,9,330,330
Maungakotukutuku,4,6,,
Maungakotukutuku,5,0,,
Maungakotukutuku,6+,0,,
Maungakotukutuku,Not Elsewhere Included,0,,
Maungakotukutuku,Total,36,270,690
Te Marua,1,3,,
Te Marua,2,0,,
Te Marua,3,18,330,310
Te Marua,4,12,430,430
Te Marua,5,0,,
Te Marua,6+,3,,
Te Marua,Not Elsewhere Included,0,,
Te Marua,Total,36,300,330
Akatarawa,1,3,,
Akatarawa,2,0,,
Akatarawa,3,21,330,370
Akatarawa,4,3,,
Akatarawa,5,0,,
Akatarawa,6+,0,,
Akatarawa,Not Elsewhere Included,0,,
Akatarawa,Total,27,310,310
Emerald Hill,1,3,,
Emerald Hill,2,51,250,240
Emerald Hill,3,81,320,330
Emerald Hill,4,12,340,340
Emerald Hill,5,3,,
Emerald Hill,6+,6,,
Emerald Hill,Not Elsewhere Included,3,,
Emerald Hill,Total,153,310,320
Maoribank,1,3,,
Maoribank,2,42,250,230
Maoribank,3,171,290,270
Maoribank,4,27,380,340
Maoribank,5,9,460,450
Maoribank,6+,3,,
Maoribank,Not Elsewhere Included,0,,
Maoribank,Total,249,270,260
Clouston Park,1,24,150,160
Clouston Park,2,93,220,220
Clouston Park,3,99,340,340
Clouston Park,4,24,360,340
Clouston Park,5,6,,
Clouston Park,6+,3,,
Clouston Park,Not Elsewhere Included,0,,
Clouston Park,Total,246,260,280
Totara Park,1,6,,
Totara Park,2,39,250,250
Totara Park,3,162,330,320
Totara Park,4,24,350,360
Totara Park,5,6,420,420
Totara Park,6+,3,,
Totara Park,Not Elsewhere Included,0,,
Totara Park,Total,234,320,310
Ebdentown,1,30,150,160
Ebdentown,2,141,220,210
Ebdentown,3,54,300,290
Ebdentown,4,18,350,330
Ebdentown,5,3,,
Ebdentown,6+,0,,
Ebdentown,Not Elsewhere Included,0,,
Ebdentown,Total,246,230,240
Upper Hutt Central,1,12,160,140
Upper Hutt Central,2,27,210,200
Upper Hutt Central,3,15,350,310
Upper Hutt Central,4,6,,
Upper Hutt Central,5,0,,
Upper Hutt Central,6+,0,,
Upper Hutt Central,Not Elsewhere Included,0,,
Upper Hutt Central,Total,60,210,200
Maidstone,1,,,
Maidstone,2,,,
Maidstone,3,,,
Maidstone,4,,,
Maidstone,5,,,
Maidstone,6+,,,
Maidstone,Not Elsewhere Included,,,
Maidstone,Total,15,240,260
Wallaceville,1,27,160,160
Wallaceville,2,219,230,220
Wallaceville,3,78,340,330
Wallaceville,4,18,380,380
Wallaceville,5,3,,
Wallaceville,6+,0,,
Wallaceville,Not Elsewhere Included,0,,
Wallaceville,Total,345,240,240
Elderslea,1,78,130,130
Elderslea,2,99,220,370
Elderslea,3,147,330,290
Elderslea,4,33,360,330
Elderslea,5,6,,
Elderslea,6+,3,,
Elderslea,Not Elsewhere Included,3,,
Elderslea,Total,366,230,270
Poets Block,1,18,200,200
Poets Block,2,54,210,220
Poets Block,3,78,330,320
Poets Block,4,24,400,340
Poets Block,5,3,,
Poets Block,6+,0,,
Poets Block,Not Elsewhere Included,0,,
Poets Block,Total,177,300,300
Brentwood,1,9,180,180
Brentwood,2,84,200,200
Brentwood,3,117,300,250
Brentwood,4,33,330,300
Brentwood,5,9,350,1860
Brentwood,6+,3,,
Brentwood,Not Elsewhere Included,0,,
Brentwood,Total,252,230,290
Trentham North,1,45,150,160
Trentham North,2,276,220,210
Trentham North,3,111,310,290
Trentham North,4,21,330,310
Trentham North,5,6,,
Trentham North,6+,3,,
Trentham North,Not Elsewhere Included,3,,
Trentham North,Total,462,230,270
Heretaunga-Silverstream,1,24,160,170
Heretaunga-Silverstream,2,141,230,220
Heretaunga-Silverstream,3,123,320,310
Heretaunga-Silverstream,4,33,400,390
Heretaunga-Silverstream,5,6,400,400
Heretaunga-Silverstream,6+,0,,
Heretaunga-Silverstream,Not Elsewhere Included,6,,
Heretaunga-Silverstream,Total,330,250,270
Cloustonville,1,6,,
Cloustonville,2,9,150,140
Cloustonville,3,6,110,110
Cloustonville,4,3,,
Cloustonville,5,0,,
Cloustonville,6+,0,,
Cloustonville,Not Elsewhere Included,0,,
Cloustonville,Total,24,180,170
Mangaroa,1,6,150,150
Mangaroa,2,9,180,200
Mangaroa,3,15,350,350
Mangaroa,4,6,220,270
Mangaroa,5,3,,
Mangaroa,6+,0,,
Mangaroa,Not Elsewhere Included,0,,
Mangaroa,Total,42,220,240
Tawhai,1,15,150,160
Tawhai,2,60,250,250
Tawhai,3,114,320,300
Tawhai,4,33,320,320
Tawhai,5,9,440,430
Tawhai,6+,3,,
Tawhai,Not Elsewhere Included,3,,
Tawhai,Total,234,290,280
Holborn,1,18,150,150
Holborn,2,36,220,200
Holborn,3,111,320,300
Holborn,4,24,360,350
Holborn,5,6,,
Holborn,6+,0,,
Holborn,Not Elsewhere Included,3,,
Holborn,Total,201,300,260
Delaney,1,21,100,150
Delaney,2,96,140,150
Delaney,3,147,230,320
Delaney,4,30,330,290
Delaney,5,3,,
Delaney,6+,3,,
Delaney,Not Elsewhere Included,6,100,100
Delaney,Total,306,210,250
Manuka,1,9,200,200
Manuka,2,24,240,200
Manuka,3,45,330,310
Manuka,4,15,350,330
Manuka,5,0,,
Manuka,6+,0,,
Manuka,Not Elsewhere Included,3,,
Manuka,Total,93,300,290
Taita North,1,72,130,130
Taita North,2,123,120,160
Taita North,3,189,250,220
Taita North,4,33,300,290
Taita North,5,3,,
Taita North,6+,3,,
Taita North,Not Elsewhere Included,6,130,120
Taita North,Total,429,150,230
Taita South,1,48,60,70
Taita South,2,204,140,160
Taita South,3,183,260,230
Taita South,4,42,320,280
Taita South,5,3,,
Taita South,6+,3,,
Taita South,Not Elsewhere Included,3,,
Taita South,Total,483,200,200
Avalon East,1,60,200,180
Avalon East,2,147,250,200
Avalon East,3,117,290,260
Avalon East,4,24,280,270
Avalon East,5,3,,
Avalon East,6+,3,,
Avalon East,Not Elsewhere Included,6,,
Avalon East,Total,363,250,280
Naenae North,1,84,150,140
Naenae North,2,330,140,170
Naenae North,3,315,280,240
Naenae North,4,66,280,260
Naenae North,5,9,230,230
Naenae North,6+,0,,
Naenae North,Not Elsewhere Included,9,0,0
Naenae North,Total,813,200,200
Naenae South,1,36,110,120
Naenae South,2,219,150,180
Naenae South,3,225,300,250
Naenae South,4,48,330,270
Naenae South,5,12,260,280
Naenae South,6+,3,,
Naenae South,Not Elsewhere Included,12,130,130
Naenae South,Total,555,210,210
Avalon West,1,9,60,100
Avalon West,2,102,290,240
Avalon West,3,57,380,380
Avalon West,4,18,410,400
Avalon West,5,3,,
Avalon West,6+,0,,
Avalon West,Not Elsewhere Included,3,,
Avalon West,Total,189,300,280
Boulcott,1,39,210,170
Boulcott,2,87,280,230
Boulcott,3,84,360,360
Boulcott,4,21,510,500
Boulcott,5,3,,
Boulcott,6+,0,,
Boulcott,Not Elsewhere Included,0,,
Boulcott,Total,240,310,300
Epuni West,1,69,90,100
Epuni West,2,219,250,200
Epuni West,3,105,350,310
Epuni West,4,21,440,430
Epuni West,5,9,260,260
Epuni West,6+,0,,
Epuni West,Not Elsewhere Included,3,,
Epuni West,Total,426,270,280
Epuni East,1,54,90,130
Epuni East,2,183,250,230
Epuni East,3,132,300,260
Epuni East,4,18,410,410
Epuni East,5,6,,
Epuni East,6+,0,,
Epuni East,Not Elsewhere Included,3,,
Epuni East,Total,396,270,260
Waterloo West,1,6,200,200
Waterloo West,2,36,100,180
Waterloo West,3,30,370,380
Waterloo West,4,9,490,490
Waterloo West,5,0,,
Waterloo West,6+,0,,
Waterloo West,Not Elsewhere Included,0,,
Waterloo West,Total,81,320,320
Waterloo East,1,66,130,140
Waterloo East,2,195,280,230
Waterloo East,3,129,360,330
Waterloo East,4,36,470,370
Waterloo East,5,9,480,470
Waterloo East,6+,0,,
Waterloo East,Not Elsewhere Included,0,,
Waterloo East,Total,438,300,270
Waiwhetu North,1,27,180,160
Waiwhetu North,2,102,220,190
Waiwhetu North,3,66,340,320
Waiwhetu North,4,15,230,230
Waiwhetu North,5,3,,
Waiwhetu North,6+,0,,
Waiwhetu North,Not Elsewhere Included,0,,
Waiwhetu North,Total,213,270,250
Waiwhetu South,1,72,200,180
Waiwhetu South,2,156,250,220
Waiwhetu South,3,117,330,280
Waiwhetu South,4,24,420,370
Waiwhetu South,5,3,,
Waiwhetu South,6+,0,,
Waiwhetu South,Not Elsewhere Included,0,,
Waiwhetu South,Total,375,250,260
Gracefield,1,,,
Gracefield,2,,,
Gracefield,3,,,
Gracefield,4,,,
Gracefield,5,,,
Gracefield,6+,,,
Gracefield,Not Elsewhere Included,,,
Gracefield,Total,9,230,200
Moera,1,81,180,140
Moera,2,150,200,180
Moera,3,66,230,230
Moera,4,18,300,260
Moera,5,3,,
Moera,6+,0,,
Moera,Not Elsewhere Included,3,,
Moera,Total,321,180,180
Woburn North,1,9,190,190
Woburn North,2,36,320,300
Woburn North,3,18,310,310
Woburn North,4,6,,
Woburn North,5,3,,
Woburn North,6+,0,,
Woburn North,Not Elsewhere Included,0,,
Woburn North,Total,72,320,340
Woburn South,1,18,210,200
Woburn South,2,33,220,200
Woburn South,3,18,350,370
Woburn South,4,0,,
Woburn South,5,0,,
Woburn South,6+,0,,
Woburn South,Not Elsewhere Included,3,,
Woburn South,Total,75,230,240
Hutt Central,1,87,210,230
Hutt Central,2,105,320,310
Hutt Central,3,75,410,410
Hutt Central,4,27,510,500
Hutt Central,5,6,,
Hutt Central,6+,3,,
Hutt Central,Not Elsewhere Included,0,,
Hutt Central,Total,309,320,340
Melling,1,27,200,200
Melling,2,57,270,250
Melling,3,21,350,340
Melling,4,6,400,400
Melling,5,3,,
Melling,6+,0,,
Melling,Not Elsewhere Included,0,,
Melling,Total,117,260,260
Alicetown,1,72,200,190
Alicetown,2,99,270,260
Alicetown,3,72,380,380
Alicetown,4,21,400,380
Alicetown,5,3,,
Alicetown,6+,0,,
Alicetown,Not Elsewhere Included,0,,
Alicetown,Total,264,270,270
Normandale,1,3,,
Normandale,2,36,290,280
Normandale,3,36,360,350
Normandale,4,24,450,450
Normandale,5,3,,
Normandale,6+,0,,
Normandale,Not Elsewhere Included,0,,
Normandale,Total,105,350,340
Maungaraki,1,18,180,190
Maungaraki,2,105,280,280
Maungaraki,3,99,390,390
Maungaraki,4,24,470,510
Maungaraki,5,12,460,450
Maungaraki,6+,0,,
Maungaraki,Not Elsewhere Included,3,,
Maungaraki,Total,261,330,340
Tirohanga,1,3,,
Tirohanga,2,3,,
Tirohanga,3,18,450,450
Tirohanga,4,12,670,1980
Tirohanga,5,0,,
Tirohanga,6+,3,,
Tirohanga,Not Elsewhere Included,0,,
Tirohanga,Total,33,450,440
Belmont,1,6,200,210
Belmont,2,39,260,260
Belmont,3,54,360,360
Belmont,4,30,430,400
Belmont,5,6,780,700
Belmont,6+,3,,
Belmont,Not Elsewhere Included,0,,
Belmont,Total,138,350,350
Kelson,1,6,240,270
Kelson,2,30,290,290
Kelson,3,99,350,340
Kelson,4,27,400,420
Kelson,5,3,,
Kelson,6+,0,,
Kelson,Not Elsewhere Included,0,,
Kelson,Total,165,350,340
Haywards-Manor Park,1,3,,
Haywards-Manor Park,2,9,220,230
Haywards-Manor Park,3,12,360,370
Haywards-Manor Park,4,3,,
Haywards-Manor Park,5,0,,
Haywards-Manor Park,6+,0,,
Haywards-Manor Park,Not Elsewhere Included,0,,
Haywards-Manor Park,Total,27,340,370
Korokoro,1,15,160,190
Korokoro,2,24,240,250
Korokoro,3,33,380,410
Korokoro,4,15,410,1130
Korokoro,5,3,,
Korokoro,6+,0,,
Korokoro,Not Elsewhere Included,0,,
Korokoro,Total,93,370,490
Petone Central,1,42,210,220
Petone Central,2,45,290,290
Petone Central,3,48,450,430
Petone Central,4,18,440,370
Petone Central,5,3,,
Petone Central,6+,0,,
Petone Central,Not Elsewhere Included,3,,
Petone Central,Total,156,300,330
Esplanade,1,69,190,180
Esplanade,2,177,280,240
Esplanade,3,129,400,370
Esplanade,4,33,490,490
Esplanade,5,6,280,300
Esplanade,6+,3,,
Esplanade,Not Elsewhere Included,3,,
Esplanade,Total,417,310,290
Wilford,1,117,190,180
Wilford,2,198,280,240
Wilford,3,141,370,370
Wilford,4,33,440,400
Wilford,5,3,,
Wilford,6+,0,,
Wilford,Not Elsewhere Included,3,,
Wilford,Total,501,290,280
Eastbourne,1,48,220,200
Eastbourne,2,105,310,310
Eastbourne,3,78,430,440
Eastbourne,4,27,550,570
Eastbourne,5,9,2280,2950
Eastbourne,6+,0,,
Eastbourne,Not Elsewhere Included,0,,
Eastbourne,Total,270,330,420
Titahi Bay North,1,48,130,130
Titahi Bay North,2,138,260,340
Titahi Bay North,3,162,300,350
Titahi Bay North,4,21,400,350
Titahi Bay North,5,3,,
Titahi Bay North,6+,0,,
Titahi Bay North,Not Elsewhere Included,3,,
Titahi Bay North,Total,378,280,290
Onepoto,1,3,,
Onepoto,2,21,290,230
Onepoto,3,78,320,290
Onepoto,4,21,370,370
Onepoto,5,6,,
Onepoto,6+,0,,
Onepoto,Not Elsewhere Included,0,,
Onepoto,Total,129,320,310
Titahi Bay South,1,54,80,120
Titahi Bay South,2,189,200,190
Titahi Bay South,3,279,300,260
Titahi Bay South,4,45,270,270
Titahi Bay South,5,6,,
Titahi Bay South,6+,0,,
Titahi Bay South,Not Elsewhere Included,9,80,80
Titahi Bay South,Total,579,250,220
Elsdon-Takapuwahia,1,27,170,160
Elsdon-Takapuwahia,2,39,200,190
Elsdon-Takapuwahia,3,183,260,220
Elsdon-Takapuwahia,4,39,320,300
Elsdon-Takapuwahia,5,6,320,320
Elsdon-Takapuwahia,6+,3,,
Elsdon-Takapuwahia,Not Elsewhere Included,0,,
Elsdon-Takapuwahia,Total,300,250,220
Porirua Central,1,3,,
Porirua Central,2,3,,
Porirua Central,3,15,260,270
Porirua Central,4,0,,
Porirua Central,5,0,,
Porirua Central,6+,0,,
Porirua Central,Not Elsewhere Included,0,,
Porirua Central,Total,24,200,200
Porirua East,1,9,170,170
Porirua East,2,87,160,160
Porirua East,3,192,260,310
Porirua East,4,39,290,250
Porirua East,5,6,240,260
Porirua East,6+,0,,
Porirua East,Not Elsewhere Included,6,,
Porirua East,Total,336,240,220
