area unit name,number of bedrooms,count,median weekly rent,mean weekly rent
Kingseat,5,21,400,920
Kingseat,6+,18,480,1380
Kingseat,Not Elsewhere Included,0,,
Kingseat,Total,462,300,340
Pokeno,1,15,160,160
Pokeno,2,27,200,230
Pokeno,3,48,300,320
Pokeno,4,24,400,390
Pokeno,5,12,380,360
Pokeno,6+,3,,
Pokeno,Not Elsewhere Included,3,,
Pokeno,Total,123,290,290
Hunua,1,21,200,220
Hunua,2,39,210,210
Hunua,3,63,360,370
Hunua,4,36,440,460
Hunua,5,15,450,430
Hunua,6+,3,,
Hunua,Not Elsewhere Included,3,,
Hunua,Total,180,310,340
Paparata,1,,,
Paparata,2,,,
Paparata,3,6,300,260
Paparata,4,,,
Paparata,5,,,
Paparata,6+,,,
Paparata,Not Elsewhere Included,,,
Paparata,Total,18,530,460
Mangatawhiri,1,9,100,100
Mangatawhiri,2,12,190,220
Mangatawhiri,3,54,260,270
Mangatawhiri,4,27,250,220
Mangatawhiri,5,6,330,330
Mangatawhiri,6+,3,,
Mangatawhiri,Not Elsewhere Included,0,,
Mangatawhiri,Total,117,230,230
Kaiaua,1,3,,
Kaiaua,2,15,150,150
Kaiaua,3,33,290,270
Kaiaua,4,9,0,0
Kaiaua,5,3,,
Kaiaua,6+,0,,
Kaiaua,Not Elsewhere Included,0,,
Kaiaua,Total,63,230,220
Awhitu,1,18,150,140
Awhitu,2,27,190,170
Awhitu,3,63,300,280
Awhitu,4,39,300,290
Awhitu,5,9,370,370
Awhitu,6+,3,,
Awhitu,Not Elsewhere Included,0,,
Awhitu,Total,162,230,240
Glenbrook,1,12,200,200
Glenbrook,2,39,260,240
Glenbrook,3,57,310,310
Glenbrook,4,18,380,370
Glenbrook,5,6,,
Glenbrook,6+,0,,
Glenbrook,Not Elsewhere Included,0,,
Glenbrook,Total,129,290,290
Otaua,1,9,100,100
Otaua,2,24,240,230
Otaua,3,54,250,250
Otaua,4,39,370,320
Otaua,5,6,400,400
Otaua,6+,3,,
Otaua,Not Elsewhere Included,0,,
Otaua,Total,135,250,250
Bombay,1,0,,
Bombay,2,9,230,230
Bombay,3,24,320,310
Bombay,4,18,320,340
Bombay,5,3,,
Bombay,6+,3,,
Bombay,Not Elsewhere Included,0,,
Bombay,Total,60,300,300
Hingaia,1,3,,
Hingaia,2,6,350,340
Hingaia,3,12,520,520
Hingaia,4,21,590,610
Hingaia,5,6,,
Hingaia,6+,3,,
Hingaia,Not Elsewhere Included,0,,
Hingaia,Total,54,460,680
Whangapouri Creek,1,0,,
Whangapouri Creek,2,6,200,210
Whangapouri Creek,3,9,350,350
Whangapouri Creek,4,6,,
Whangapouri Creek,5,3,,
Whangapouri Creek,6+,3,,
Whangapouri Creek,Not Elsewhere Included,0,,
Whangapouri Creek,Total,24,280,290
Bremner,1,0,,
Bremner,2,6,150,190
Bremner,3,12,410,410
Bremner,4,6,0,0
Bremner,5,0,,
Bremner,6+,0,,
Bremner,Not Elsewhere Included,0,,
Bremner,Total,27,350,370
Drury,1,27,180,180
Drury,2,39,250,520
Drury,3,99,340,350
Drury,4,48,370,350
Drury,5,6,460,480
Drury,6+,3,,
Drury,Not Elsewhere Included,3,,
Drury,Total,222,330,400
Runciman,1,18,150,130
Runciman,2,6,,
Runciman,3,15,360,350
Runciman,4,6,560,560
Runciman,5,3,,
Runciman,6+,0,,
Runciman,Not Elsewhere Included,0,,
Runciman,Total,45,300,300
Mellons Bay,1,39,290,280
Mellons Bay,2,93,370,360
Mellons Bay,3,45,470,430
Mellons Bay,4,33,600,550
Mellons Bay,5,6,610,530
Mellons Bay,6+,3,,
Mellons Bay,Not Elsewhere Included,0,,
Mellons Bay,Total,225,400,420
Cockle Bay,1,42,270,260
Cockle Bay,2,90,370,360
Cockle Bay,3,75,460,470
Cockle Bay,4,60,580,560
Cockle Bay,5,15,630,620
Cockle Bay,6+,3,,
Cockle Bay,Not Elsewhere Included,3,,
Cockle Bay,Total,282,400,420
Howick West,1,21,280,270
Howick West,2,78,330,310
Howick West,3,90,440,430
Howick West,4,30,470,470
Howick West,5,6,490,490
Howick West,6+,6,,
Howick West,Not Elsewhere Included,3,,
Howick West,Total,225,400,400
Howick Central,1,102,150,200
Howick Central,2,204,360,340
Howick Central,3,303,440,420
Howick Central,4,84,500,470
Howick Central,5,9,490,490
Howick Central,6+,3,,
Howick Central,Not Elsewhere Included,12,100,190
Howick Central,Total,717,390,370
Otahuhu North,1,108,220,200
Otahuhu North,2,234,270,300
Otahuhu North,3,129,320,310
Otahuhu North,4,45,370,340
Otahuhu North,5,6,,
Otahuhu North,6+,0,,
Otahuhu North,Not Elsewhere Included,6,,
Otahuhu North,Total,525,270,290
Fairburn,1,201,200,170
Fairburn,2,213,270,250
Fairburn,3,144,320,290
Fairburn,4,39,380,350
Fairburn,5,6,390,400
Fairburn,6+,6,550,550
Fairburn,Not Elsewhere Included,9,190,190
Fairburn,Total,621,250,250
Otahuhu East,1,36,200,180
Otahuhu East,2,78,280,250
Otahuhu East,3,90,330,290
Otahuhu East,4,72,410,360
Otahuhu East,5,9,300,300
Otahuhu East,6+,3,,
Otahuhu East,Not Elsewhere Included,3,,
Otahuhu East,Total,285,300,300
Otahuhu West,1,120,230,210
Otahuhu West,2,339,270,240
Otahuhu West,3,231,320,270
Otahuhu West,4,63,400,370
Otahuhu West,5,9,350,360
Otahuhu West,6+,9,440,440
Otahuhu West,Not Elsewhere Included,9,300,280
Otahuhu West,Total,783,270,260
Middlemore,1,,,
Middlemore,2,,,
Middlemore,3,,,
Middlemore,4,,,
Middlemore,5,,,
Middlemore,6+,,,
Middlemore,Not Elsewhere Included,,,
Middlemore,Total,,,
Papatoetoe West,1,45,230,230
Papatoetoe West,2,312,290,260
Papatoetoe West,3,264,360,320
Papatoetoe West,4,78,390,350
Papatoetoe West,5,15,350,330
Papatoetoe West,6+,6,,
Papatoetoe West,Not Elsewhere Included,3,,
Papatoetoe West,Total,720,310,300
Papatoetoe North,1,81,240,210
Papatoetoe North,2,342,310,290
Papatoetoe North,3,225,360,310
Papatoetoe North,4,63,400,360
Papatoetoe North,5,15,500,490
Papatoetoe North,6+,3,,
Papatoetoe North,Not Elsewhere Included,12,320,250
Papatoetoe North,Total,744,310,290
Papatoetoe Central,1,66,250,230
Papatoetoe Central,2,315,310,300
Papatoetoe Central,3,138,380,350
Papatoetoe Central,4,27,420,400
Papatoetoe Central,5,15,400,310
Papatoetoe Central,6+,9,690,1450
Papatoetoe Central,Not Elsewhere Included,9,80,80
Papatoetoe Central,Total,579,320,310
Dingwall,1,27,280,260
Dingwall,2,183,310,300
Dingwall,3,120,400,390
Dingwall,4,39,400,390
Dingwall,5,12,470,390
Dingwall,6+,0,,
Dingwall,Not Elsewhere Included,0,,
Dingwall,Total,384,340,350
Papatoetoe East,1,69,230,210
Papatoetoe East,2,267,300,330
Papatoetoe East,3,237,370,330
Papatoetoe East,4,48,340,320
Papatoetoe East,5,15,430,380
Papatoetoe East,6+,9,500,500
Papatoetoe East,Not Elsewhere Included,6,100,100
Papatoetoe East,Total,651,320,320
Puhinui North,1,27,230,210
Puhinui North,2,249,310,310
Puhinui North,3,138,370,430
Puhinui North,4,27,440,430
Puhinui North,5,12,430,360
Puhinui North,6+,3,,
Puhinui North,Not Elsewhere Included,0,,
Puhinui North,Total,453,320,330
Bucklands and Eastern Beaches,1,39,280,260
Bucklands and Eastern Beaches,2,120,370,360
Bucklands and Eastern Beaches,3,126,510,490
Bucklands and Eastern Beaches,4,90,620,580
Bucklands and Eastern Beaches,5,18,700,640
Bucklands and Eastern Beaches,6+,3,,
Bucklands and Eastern Beaches,Not Elsewhere Included,3,,
Bucklands and Eastern Beaches,Total,396,430,450
Bleakhouse,1,6,280,280
Bleakhouse,2,18,380,330
Bleakhouse,3,18,480,530
Bleakhouse,4,24,670,1100
Bleakhouse,5,6,670,660
Bleakhouse,6+,3,,
Bleakhouse,Not Elsewhere Included,0,,
Bleakhouse,Total,78,480,490
Bucklands Beach South,1,12,300,310
Bucklands Beach South,2,48,360,360
Bucklands Beach South,3,75,480,470
Bucklands Beach South,4,45,550,760
Bucklands Beach South,5,15,630,620
Bucklands Beach South,6+,3,,
Bucklands Beach South,Not Elsewhere Included,0,,
Bucklands Beach South,Total,192,470,480
Half Moon Bay Marina,1,,,
Half Moon Bay Marina,2,,,
Half Moon Bay Marina,3,,,
Half Moon Bay Marina,4,,,
Half Moon Bay Marina,5,,,
Half Moon Bay Marina,6+,,,
Half Moon Bay Marina,Not Elsewhere Included,,,
Half Moon Bay Marina,Total,,,
Pigeon Mountain North,1,12,250,250
Pigeon Mountain North,2,60,350,320
Pigeon Mountain North,3,222,430,410
Pigeon Mountain North,4,51,500,500
Pigeon Mountain North,5,6,510,510
Pigeon Mountain North,6+,3,,
Pigeon Mountain North,Not Elsewhere Included,0,,
Pigeon Mountain North,Total,354,430,410
Murvale,1,24,270,270
Murvale,2,75,350,320
Murvale,3,171,430,430
Murvale,4,63,500,500
Murvale,5,15,600,610
Murvale,6+,3,,
Murvale,Not Elsewhere Included,3,,
Murvale,Total,354,430,470
Pigeon Mountain South,1,9,290,270
Pigeon Mountain South,2,45,320,280
Pigeon Mountain South,3,51,420,400
Pigeon Mountain South,4,9,480,430
Pigeon Mountain South,5,3,,
Pigeon Mountain South,6+,0,,
Pigeon Mountain South,Not Elsewhere Included,0,,
Pigeon Mountain South,Total,123,380,450
Highland Park,1,27,250,210
Highland Park,2,117,350,440
Highland Park,3,207,420,410
Highland Park,4,60,540,520
Highland Park,5,12,460,420
Highland Park,6+,0,,
Highland Park,Not Elsewhere Included,0,,
Highland Park,Total,426,400,420
Elsmore Park,1,18,250,250
Elsmore Park,2,45,330,330
Elsmore Park,3,177,430,410
Elsmore Park,4,27,530,510
Elsmore Park,5,6,,
Elsmore Park,6+,3,,
Elsmore Park,Not Elsewhere Included,3,,
Elsmore Park,Total,279,410,390
Half Moon Bay,1,3,,
Half Moon Bay,2,90,340,290
Half Moon Bay,3,117,440,430
Half Moon Bay,4,42,520,540
Half Moon Bay,5,6,0,0
Half Moon Bay,6+,3,,
Half Moon Bay,Not Elsewhere Included,0,,
Half Moon Bay,Total,264,420,400
Pakuranga North,1,15,230,230
Pakuranga North,2,111,360,350
Pakuranga North,3,117,440,430
Pakuranga North,4,45,500,510
Pakuranga North,5,12,600,610
Pakuranga North,6+,0,,
Pakuranga North,Not Elsewhere Included,0,,
Pakuranga North,Total,303,400,410
Sunnyhills,1,18,280,300
Sunnyhills,2,90,340,340
Sunnyhills,3,54,450,430
Sunnyhills,4,45,500,520
Sunnyhills,5,12,530,500
Sunnyhills,6+,3,,
Sunnyhills,Not Elsewhere Included,0,,
Sunnyhills,Total,228,380,460
Pakuranga Central,1,30,220,190
Pakuranga Central,2,99,320,300
Pakuranga Central,3,114,420,400
Pakuranga Central,4,72,470,450
Pakuranga Central,5,15,490,450
Pakuranga Central,6+,3,,
Pakuranga Central,Not Elsewhere Included,0,,
Pakuranga Central,Total,333,370,360
Edgewater,1,63,140,160
Edgewater,2,168,330,310
Edgewater,3,228,390,360
Edgewater,4,57,440,420
Edgewater,5,15,400,340
Edgewater,6+,6,,
Edgewater,Not Elsewhere Included,9,80,80
Edgewater,Total,543,350,340
Pakuranga East,1,33,210,210
Pakuranga East,2,150,320,320
Pakuranga East,3,234,400,380
Pakuranga East,4,84,460,430
Pakuranga East,5,24,480,480
Pakuranga East,6+,12,600,2070
Pakuranga East,Not Elsewhere Included,0,,
Pakuranga East,Total,534,380,400
Howick South,1,15,280,270
Howick South,2,39,360,320
Howick South,3,216,460,450
Howick South,4,69,510,510
Howick South,5,9,500,500
Howick South,6+,3,,
Howick South,Not Elsewhere Included,0,,
Howick South,Total,351,450,440
Meadowland,1,0,,
Meadowland,2,12,360,400
Meadowland,3,90,480,470
Meadowland,4,78,550,550
Meadowland,5,15,700,710
Meadowland,6+,3,,
Meadowland,Not Elsewhere Included,0,,
Meadowland,Total,201,510,500
Golfland,1,3,,
Golfland,2,18,400,440
Golfland,3,84,490,470
Golfland,4,33,560,500
Golfland,5,3,,
Golfland,6+,0,,
Golfland,Not Elsewhere Included,0,,
Golfland,Total,141,500,480
Millhouse,1,3,,
Millhouse,2,15,380,370
Millhouse,3,153,480,470
Millhouse,4,93,570,550
Millhouse,5,18,500,500
Millhouse,6+,3,,
Millhouse,Not Elsewhere Included,0,,
Millhouse,Total,282,500,490
Burswood,1,6,,
Burswood,2,18,450,530
Burswood,3,114,430,410
Burswood,4,30,490,500
Burswood,5,6,,
Burswood,6+,0,,
Burswood,Not Elsewhere Included,3,,
Burswood,Total,171,440,440
Dannemora,1,42,320,320
Dannemora,2,84,410,390
Dannemora,3,141,500,480
Dannemora,4,102,580,700
Dannemora,5,12,600,550
Dannemora,6+,0,,
Dannemora,Not Elsewhere Included,3,,
Dannemora,Total,384,480,470
Kilkenny,1,6,300,280
Kilkenny,2,15,360,370
Kilkenny,3,18,490,510
Kilkenny,4,30,660,660
Kilkenny,5,12,690,670
Kilkenny,6+,3,,
Kilkenny,Not Elsewhere Included,0,,
Kilkenny,Total,87,590,690
Highbrook,1,,,
Highbrook,2,,,
Highbrook,3,,,
Highbrook,4,,,
Highbrook,5,,,
Highbrook,6+,,,
Highbrook,Not Elsewhere Included,,,
Highbrook,Total,6,350,330
Greenmount,1,51,340,330
Greenmount,2,243,390,370
Greenmount,3,132,470,460
Greenmount,4,141,550,520
Greenmount,5,12,520,530
Greenmount,6+,3,,
Greenmount,Not Elsewhere Included,0,,
Greenmount,Total,582,410,430
Point View,1,6,280,260
Point View,2,30,350,290
Point View,3,66,500,500
Point View,4,114,580,550
Point View,5,27,650,610
Point View,6+,9,2240,2910
Point View,Not Elsewhere Included,0,,
Point View,Total,255,550,570
Baverstock Oaks,1,33,220,210
Baverstock Oaks,2,48,410,340
Baverstock Oaks,3,75,500,500
Baverstock Oaks,4,204,570,620
Baverstock Oaks,5,66,650,590
Baverstock Oaks,6+,6,,
Baverstock Oaks,Not Elsewhere Included,0,,
Baverstock Oaks,Total,435,530,510
Mission Heights,1,3,,
Mission Heights,2,3,,
Mission Heights,3,15,480,480
Mission Heights,4,21,600,640
Mission Heights,5,36,690,660
Mission Heights,6+,9,750,750
Mission Heights,Not Elsewhere Included,0,,
Mission Heights,Total,87,600,720
Shelly Park,1,15,220,230
Shelly Park,2,21,340,350
Shelly Park,3,27,430,420
Shelly Park,4,24,550,540
Shelly Park,5,6,750,760
Shelly Park,6+,0,,
Shelly Park,Not Elsewhere Included,3,,
Shelly Park,Total,96,420,570
Turanga,1,18,230,240
Turanga,2,30,340,320
Turanga,3,39,470,460
Turanga,4,24,450,450
Turanga,5,12,800,800
Turanga,6+,6,,
Turanga,Not Elsewhere Included,0,,
Turanga,Total,129,360,520
Beachlands-Maraetai,1,48,250,250
Beachlands-Maraetai,2,138,320,330
Beachlands-Maraetai,3,159,430,440
Beachlands-Maraetai,4,87,520,650
Beachlands-Maraetai,5,18,550,550
Beachlands-Maraetai,6+,3,,
Beachlands-Maraetai,Not Elsewhere Included,0,,
Beachlands-Maraetai,Total,453,380,390
Otara West,1,27,70,100
Otara West,2,78,110,150
Otara West,3,225,180,220
Otara West,4,51,230,220
Otara West,5,18,230,270
Otara West,6+,15,180,1380
Otara West,Not Elsewhere Included,3,,
Otara West,Total,417,160,240
Wymondley,1,0,,
Wymondley,2,15,210,200
Wymondley,3,99,220,210
Wymondley,4,36,260,230
Wymondley,5,9,390,390
Wymondley,6+,0,,
Wymondley,Not Elsewhere Included,3,,
Wymondley,Total,162,160,210
Grange,1,0,,
Grange,2,24,310,310
Grange,3,21,390,350
Grange,4,9,550,550
Grange,5,3,,
Grange,6+,3,,
Grange,Not Elsewhere Included,0,,
Grange,Total,60,320,330
Otara North,1,9,90,110
Otara North,2,39,120,150
Otara North,3,54,280,250
Otara North,4,51,380,310
Otara North,5,15,300,300
Otara North,6+,6,290,320
Otara North,Not Elsewhere Included,0,,
Otara North,Total,174,170,220
Otara East,1,45,80,100
Otara East,2,105,130,360
Otara East,3,297,250,230
Otara East,4,72,250,230
Otara East,5,30,370,380
Otara East,6+,9,0,0
Otara East,Not Elsewhere Included,12,70,70
Otara East,Total,567,240,250
Otara South,1,51,80,80
Otara South,2,57,130,180
Otara South,3,225,290,250
Otara South,4,57,330,280
Otara South,5,18,360,300
Otara South,6+,6,160,160
Otara South,Not Elsewhere Included,6,800,800
Otara South,Total,423,160,220
Ferguson,1,3,,
Ferguson,2,87,110,160
Ferguson,3,300,210,230
Ferguson,4,63,250,250
Ferguson,5,21,380,340
Ferguson,6+,6,,
Ferguson,Not Elsewhere Included,3,,
Ferguson,Total,483,180,220
Rongomai,1,18,290,270
Rongomai,2,102,150,360
Rongomai,3,384,300,290
Rongomai,4,60,370,310
Rongomai,5,15,280,330
Rongomai,6+,6,,
Rongomai,Not Elsewhere Included,3,,
Rongomai,Total,591,290,280
Donegal Park,1,9,250,250
Donegal Park,2,228,350,320
Donegal Park,3,411,400,330
Donegal Park,4,144,490,450
Donegal Park,5,30,520,530
Donegal Park,6+,6,440,430
Donegal Park,Not Elsewhere Included,6,240,240
Donegal Park,Total,834,390,370
Ormiston,1,6,280,280
Ormiston,2,15,340,320
Ormiston,3,66,450,420
Ormiston,4,105,570,550
Ormiston,5,66,660,640
Ormiston,6+,12,700,720
Ormiston,Not Elsewhere Included,0,,
Ormiston,Total,267,550,570
Clover Park,1,3,,
Clover Park,2,54,150,180
Clover Park,3,231,330,290
Clover Park,4,30,360,320
Clover Park,5,18,400,340
Clover Park,6+,9,620,620
Clover Park,Not Elsewhere Included,0,,
Clover Park,Total,345,320,280
Redoubt North,1,18,280,260
Redoubt North,2,90,220,210
Redoubt North,3,249,360,330
Redoubt North,4,48,410,380
Redoubt North,5,9,520,520
Redoubt North,6+,3,,
Redoubt North,Not Elsewhere Included,6,350,350
Redoubt North,Total,429,350,320
Ardmore,1,12,230,250
Ardmore,2,15,330,410
Ardmore,3,36,420,950
Ardmore,4,15,400,390
Ardmore,5,6,480,480
Ardmore,6+,6,,
Ardmore,Not Elsewhere Included,0,,
Ardmore,Total,93,360,510
Totara Heights,1,9,260,220
Totara Heights,2,33,350,350
Totara Heights,3,132,430,400
Totara Heights,4,117,480,460
Totara Heights,5,15,530,530
Totara Heights,6+,6,760,760
Totara Heights,Not Elsewhere Included,0,,
Totara Heights,Total,315,440,400
Randwick Park,1,3,,
Randwick Park,2,60,100,150
Randwick Park,3,252,340,300
Randwick Park,4,45,380,340
Randwick Park,5,3,,
Randwick Park,6+,3,,
Randwick Park,Not Elsewhere Included,3,,
Randwick Park,Total,369,330,300
Hyperion,1,3,,
Hyperion,2,30,200,200
Hyperion,3,246,320,310
Hyperion,4,24,350,290
Hyperion,5,6,410,410
Hyperion,6+,3,,
Hyperion,Not Elsewhere Included,3,,
Hyperion,Total,312,310,280
Redoubt East,1,3,,
Redoubt East,2,6,330,290
Redoubt East,3,9,0,0
Redoubt East,4,9,630,630
Redoubt East,5,0,,
Redoubt East,6+,0,,
Redoubt East,Not Elsewhere Included,0,,
Redoubt East,Total,30,460,460
Mill Road,1,3,,
Mill Road,2,6,430,430
Mill Road,3,3,,
Mill Road,4,15,480,470
Mill Road,5,3,,
Mill Road,6+,0,,
Mill Road,Not Elsewhere Included,0,,
Mill Road,Total,30,490,460
Redoubt South,1,15,250,230
Redoubt South,2,48,320,260
Redoubt South,3,168,410,410
Redoubt South,4,72,470,450
Redoubt South,5,36,560,560
Redoubt South,6+,9,830,2180
Redoubt South,Not Elsewhere Included,3,,
Redoubt South,Total,348,410,400
Takanini North,1,18,210,210
Takanini North,2,114,190,200
Takanini North,3,231,330,310
Takanini North,4,99,380,350
Takanini North,5,15,500,500
Takanini North,6+,9,530,540
Takanini North,Not Elsewhere Included,0,,
Takanini North,Total,486,310,300
Takanini South,1,51,250,260
Takanini South,2,117,250,340
Takanini South,3,234,320,310
Takanini South,4,171,470,450
Takanini South,5,15,480,480
Takanini South,6+,6,250,380
Takanini South,Not Elsewhere Included,3,,
Takanini South,Total,600,340,360
Takanini West,1,69,190,180
Takanini West,2,81,300,300
Takanini West,3,180,350,330
Takanini West,4,54,400,320
Takanini West,5,9,500,480
Takanini West,6+,0,,
Takanini West,Not Elsewhere Included,6,260,230
Takanini West,Total,402,310,300
Ambury,1,21,250,240
Ambury,2,102,320,300
Ambury,3,93,380,360
Ambury,4,30,440,440
Ambury,5,9,580,560
Ambury,6+,0,,
Ambury,Not Elsewhere Included,3,,
Ambury,Total,261,350,350
Mangere Bridge,1,75,80,130
Mangere Bridge,2,171,250,230
Mangere Bridge,3,237,350,320
Mangere Bridge,4,90,410,380
Mangere Bridge,5,51,420,370
Mangere Bridge,6+,3,,
Mangere Bridge,Not Elsewhere Included,18,80,60
Mangere Bridge,Total,648,330,310
Mangere Central,1,6,700,700
Mangere Central,2,45,140,180
Mangere Central,3,159,310,360
Mangere Central,4,45,250,270
Mangere Central,5,18,220,270
Mangere Central,6+,9,200,200
Mangere Central,Not Elsewhere Included,9,150,150
Mangere Central,Total,288,250,240
Mascot,1,21,150,170
Mascot,2,96,110,150
Mascot,3,186,310,350
Mascot,4,48,140,190
Mascot,5,27,290,290
Mascot,6+,9,450,450
Mascot,Not Elsewhere Included,12,340,330
Mascot,Total,399,200,270
Arahanga,1,6,290,290
Arahanga,2,45,230,190
Arahanga,3,111,150,210
Arahanga,4,75,160,210
Arahanga,5,27,200,230
Arahanga,6+,6,,
Arahanga,Not Elsewhere Included,3,,
Arahanga,Total,270,160,210
Viscount,1,12,60,110
Viscount,2,144,150,290
Viscount,3,192,260,240
Viscount,4,87,250,460
Viscount,5,45,210,260
Viscount,6+,12,120,280
Viscount,Not Elsewhere Included,9,0,0
Viscount,Total,501,180,250
Mangere South,1,12,300,290
Mangere South,2,90,280,270
Mangere South,3,255,320,330
Mangere South,4,216,370,310
Mangere South,5,63,440,600
Mangere South,6+,18,170,300
Mangere South,Not Elsewhere Included,12,170,170
Mangere South,Total,666,300,310
Mangere East,1,24,250,250
Mangere East,2,195,300,270
Mangere East,3,270,350,400
Mangere East,4,90,390,350
Mangere East,5,21,300,280
Mangere East,6+,9,460,460
Mangere East,Not Elsewhere Included,6,,
Mangere East,Total,612,330,340
Aorere,1,12,260,250
Aorere,2,63,280,270
Aorere,3,246,310,270
Aorere,4,72,350,330
Aorere,5,33,300,290
Aorere,6+,12,380,380
Aorere,Not Elsewhere Included,3,,
Aorere,Total,438,300,270
Kohuora,1,39,230,230
Kohuora,2,186,300,280
Kohuora,3,300,350,310
Kohuora,4,75,380,340
Kohuora,5,21,400,360
Kohuora,6+,9,550,550
Kohuora,Not Elsewhere Included,6,,
Kohuora,Total,633,320,300
Mangere Station,1,0,,
Mangere Station,2,9,250,250
Mangere Station,3,9,0,0
Mangere Station,4,3,,
Mangere Station,5,0,,
Mangere Station,6+,0,,
Mangere Station,Not Elsewhere Included,0,,
Mangere Station,Total,24,100,100
Favona West,1,3,,
Favona West,2,45,130,160
Favona West,3,168,270,240
Favona West,4,81,300,280
Favona West,5,36,190,270
Favona West,6+,9,300,280
Favona West,Not Elsewhere Included,3,,
Favona West,Total,339,200,240
Favona North,1,6,240,240
Favona North,2,114,110,140
Favona North,3,96,300,270
Favona North,4,66,430,370
Favona North,5,15,260,310
Favona North,6+,0,,
Favona North,Not Elsewhere Included,3,,
Favona North,Total,297,250,250
Favona South,1,3,,
Favona South,2,18,150,200
Favona South,3,129,330,260
Favona South,4,84,370,340
Favona South,5,30,310,310
Favona South,6+,15,390,390
Favona South,Not Elsewhere Included,0,,
Favona South,Total,282,270,260
Harania North,1,0,,
Harania North,2,15,150,200
Harania North,3,222,230,220
Harania North,4,90,200,220
Harania North,5,33,100,110
Harania North,6+,15,370,370
