area unit number,area unit name, number of bedrooms in dwelling,count,median rent paid,mean rent paid
600827,Omarama,Total,33,180,190
600828,Kakanui,1,6,150,120
600828,Kakanui,2,6,,
600828,Kakanui,3,9,230,230
600828,Kakanui,4,3,,
600828,Kakanui,5,0,,
600828,Kakanui,6+,0,,
600828,Kakanui,Not Elsewhere Included,0,,
600828,Kakanui,Total,24,200,180
600830,Otematata,1,0,,
600830,Otematata,2,3,,
600830,Otematata,3,12,170,190
600830,Otematata,4,6,,
600830,Otematata,5,0,,
600830,Otematata,6+,0,,
600830,Otematata,Not Elsewhere Included,0,,
600830,Otematata,Total,21,190,190
600831,Aviemore,1,3,,
600831,Aviemore,2,6,150,150
600831,Aviemore,3,42,130,560
600831,Aviemore,4,18,130,130
600831,Aviemore,5,3,,
600831,Aviemore,6+,3,,
600831,Aviemore,Not Elsewhere Included,0,,
600831,Aviemore,Total,75,110,120
600832,Inland Water-Lake Ohau,1,,,
600832,Inland Water-Lake Ohau,2,,,
600832,Inland Water-Lake Ohau,3,,,
600832,Inland Water-Lake Ohau,4,,,
600832,Inland Water-Lake Ohau,5,,,
600832,Inland Water-Lake Ohau,6+,,,
600832,Inland Water-Lake Ohau,Not Elsewhere Included,,,
600832,Inland Water-Lake Ohau,Total,,,
600840,Hampden,1,3,,
600840,Hampden,2,6,130,130
600840,Hampden,3,9,190,190
600840,Hampden,4,3,,
600840,Hampden,5,0,,
600840,Hampden,6+,0,,
600840,Hampden,Not Elsewhere Included,0,,
600840,Hampden,Total,24,130,130
601010,Oamaru North,1,45,100,90
601010,Oamaru North,2,87,180,190
601010,Oamaru North,3,180,230,210
601010,Oamaru North,4,27,200,200
601010,Oamaru North,5,3,,
601010,Oamaru North,6+,0,,
601010,Oamaru North,Not Elsewhere Included,6,,
601010,Oamaru North,Total,345,200,230
601020,Orana Park,1,27,120,120
601020,Orana Park,2,69,200,180
601020,Orana Park,3,111,230,220
601020,Orana Park,4,45,250,250
601020,Orana Park,5,3,,
601020,Orana Park,6+,3,,
601020,Orana Park,Not Elsewhere Included,0,,
601020,Orana Park,Total,264,210,260
601030,Oamarentral,1,66,110,120
601030,Oamarentral,2,84,200,190
601030,Oamarentral,3,114,240,230
601030,Oamarentral,4,24,250,270
601030,Oamarentral,5,3,,
601030,Oamarentral,6+,3,,
601030,Oamarentral,Not Elsewhere Included,0,,
601030,Oamarentral,Total,297,200,190
601040,Oamaru South,1,18,110,120
601040,Oamaru South,2,66,190,180
601040,Oamaru South,3,108,240,240
601040,Oamaru South,4,21,250,250
601040,Oamaru South,5,0,,
601040,Oamaru South,6+,0,,
601040,Oamaru South,Not Elsewhere Included,0,,
601040,Oamaru South,Total,213,220,210
601200,Palmerston,1,12,100,100
601200,Palmerston,2,15,190,150
601200,Palmerston,3,30,220,200
601200,Palmerston,4,9,40,100
601200,Palmerston,5,0,,
601200,Palmerston,6+,0,,
601200,Palmerston,Not Elsewhere Included,0,,
601200,Palmerston,Total,69,160,160
601301,Waihemo,1,0,,
601301,Waihemo,2,3,,
601301,Waihemo,3,18,70,120
601301,Waihemo,4,12,250,270
601301,Waihemo,5,3,,
601301,Waihemo,6+,0,,
601301,Waihemo,Not Elsewhere Included,0,,
601301,Waihemo,Total,39,150,150
601302,Hyde,1,,,
601302,Hyde,2,,,
601302,Hyde,3,,,
601302,Hyde,4,,,
601302,Hyde,5,,,
601302,Hyde,6+,,,
601302,Hyde,Not Elsewhere Included,,,
601302,Hyde,Total,3,,
601400,Waikouaiti,1,6,100,100
601400,Waikouaiti,2,24,180,180
601400,Waikouaiti,3,36,220,220
601400,Waikouaiti,4,12,260,250
601400,Waikouaiti,5,3,,
601400,Waikouaiti,6+,0,,
601400,Waikouaiti,Not Elsewhere Included,0,,
601400,Waikouaiti,Total,84,200,200
601500,Aramoana,1,,,
601500,Aramoana,2,6,170,170
601500,Aramoana,3,6,260,260
601500,Aramoana,4,,,
601500,Aramoana,5,,,
601500,Aramoana,6+,,,
601500,Aramoana,Not Elsewhere Included,,,
601500,Aramoana,Total,15,150,150
601602,Waitati,1,9,90,90
601602,Waitati,2,12,230,220
601602,Waitati,3,9,190,200
601602,Waitati,4,6,230,230
601602,Waitati,5,0,,
601602,Waitati,6+,3,,
601602,Waitati,Not Elsewhere Included,0,,
601602,Waitati,Total,39,190,200
601603,Evansdale,1,6,110,110
601603,Evansdale,2,21,160,140
601603,Evansdale,3,30,200,180
601603,Evansdale,4,15,300,310
601603,Evansdale,5,3,,
601603,Evansdale,6+,3,,
601603,Evansdale,Not Elsewhere Included,0,,
601603,Evansdale,Total,72,170,180
601604,Karitane,1,3,,
601604,Karitane,2,9,180,180
601604,Karitane,3,12,230,230
601604,Karitane,4,0,,
601604,Karitane,5,0,,
601604,Karitane,6+,3,,
601604,Karitane,Not Elsewhere Included,0,,
601604,Karitane,Total,27,150,140
601605,Warrington,1,3,,
601605,Warrington,2,6,170,160
601605,Warrington,3,12,240,240
601605,Warrington,4,3,,
601605,Warrington,5,3,,
601605,Warrington,6+,0,,
601605,Warrington,Not Elsewhere Included,3,,
601605,Warrington,Total,24,270,260
601700,Nenthorn,1,,,
601700,Nenthorn,2,,,
601700,Nenthorn,3,,,
601700,Nenthorn,4,,,
601700,Nenthorn,5,,,
601700,Nenthorn,6+,,,
601700,Nenthorn,Not Elsewhere Included,,,
601700,Nenthorn,Total,6,80,80
601900,Fairfield,1,6,110,110
601900,Fairfield,2,12,190,200
601900,Fairfield,3,30,330,300
601900,Fairfield,4,12,340,340
601900,Fairfield,5,0,,
601900,Fairfield,6+,0,,
601900,Fairfield,Not Elsewhere Included,3,,
601900,Fairfield,Total,66,280,270
602000,Brighton,1,12,190,190
602000,Brighton,2,30,260,250
602000,Brighton,3,39,260,260
602000,Brighton,4,12,390,390
602000,Brighton,5,3,,
602000,Brighton,6+,0,,
602000,Brighton,Not Elsewhere Included,3,,
602000,Brighton,Total,96,250,260
602100,Waldronville,1,,,
602100,Waldronville,2,,,
602100,Waldronville,3,9,0,0
602100,Waldronville,4,,,
602100,Waldronville,5,,,
602100,Waldronville,6+,,,
602100,Waldronville,Not Elsewhere Included,,,
602100,Waldronville,Total,12,250,250
602200,Outram,1,6,130,120
602200,Outram,2,6,220,220
602200,Outram,3,12,240,240
602200,Outram,4,6,360,350
602200,Outram,5,0,,
602200,Outram,6+,0,,
602200,Outram,Not Elsewhere Included,0,,
602200,Outram,Total,27,250,220
602300,Middlemarch,1,,,
602300,Middlemarch,2,,,
602300,Middlemarch,3,,,
602300,Middlemarch,4,,,
602300,Middlemarch,5,,,
602300,Middlemarch,6+,,,
602300,Middlemarch,Not Elsewhere Included,,,
602300,Middlemarch,Total,12,170,170
602411,Wyllierossing,1,,,
602411,Wyllierossing,2,,,
602411,Wyllierossing,3,,,
602411,Wyllierossing,4,,,
602411,Wyllierossing,5,,,
602411,Wyllierossing,6+,,,
602411,Wyllierossing,Not Elsewhere Included,,,
602411,Wyllierossing,Total,6,270,270
602412,Wingatui,1,3,,
602412,Wingatui,2,6,140,140
602412,Wingatui,3,15,290,280
602412,Wingatui,4,6,810,810
602412,Wingatui,5,0,,
602412,Wingatui,6+,0,,
602412,Wingatui,Not Elsewhere Included,0,,
602412,Wingatui,Total,30,220,260
602421,Kaikorai Hill,1,,,
602421,Kaikorai Hill,2,,,
602421,Kaikorai Hill,3,,,
602421,Kaikorai Hill,4,,,
602421,Kaikorai Hill,5,,,
602421,Kaikorai Hill,6+,,,
602421,Kaikorai Hill,Not Elsewhere Included,,,
602421,Kaikorai Hill,Total,6,150,150
602422,Saddle Hill,1,,,
602422,Saddle Hill,2,,,
602422,Saddle Hill,3,6,300,400
602422,Saddle Hill,4,,,
602422,Saddle Hill,5,,,
602422,Saddle Hill,6+,,,
602422,Saddle Hill,Not Elsewhere Included,,,
602422,Saddle Hill,Total,15,240,240
602500,Taieri,1,12,100,90
602500,Taieri,2,15,100,120
602500,Taieri,3,72,140,170
602500,Taieri,4,27,180,210
602500,Taieri,5,6,,
602500,Taieri,6+,3,,
602500,Taieri,Not Elsewhere Included,0,,
602500,Taieri,Total,132,150,180
602600,Strath Taieri,1,0,,
602600,Strath Taieri,2,3,,
602600,Strath Taieri,3,18,100,110
602600,Strath Taieri,4,12,100,90
602600,Strath Taieri,5,3,,
602600,Strath Taieri,6+,3,,
602600,Strath Taieri,Not Elsewhere Included,0,,
602600,Strath Taieri,Total,33,100,90
602800,Harbourside,1,,,
602800,Harbourside,2,,,
602800,Harbourside,3,,,
602800,Harbourside,4,,,
602800,Harbourside,5,,,
602800,Harbourside,6+,,,
602800,Harbourside,Not Elsewhere Included,,,
602800,Harbourside,Total,6,210,280
602900,Fernhill,1,123,180,190
602900,Fernhill,2,186,200,200
602900,Fernhill,3,72,320,340
602900,Fernhill,4,36,380,380
602900,Fernhill,5,12,330,320
602900,Fernhill,6+,21,600,590
602900,Fernhill,Not Elsewhere Included,3,,
602900,Fernhill,Total,450,230,280
603000,High St-Stuart St,1,99,190,210
603000,High St-Stuart St,2,183,250,250
603000,High St-Stuart St,3,120,300,310
603000,High St-Stuart St,4,60,390,390
603000,High St-Stuart St,5,27,470,430
603000,High St-Stuart St,6+,30,640,650
603000,High St-Stuart St,Not Elsewhere Included,3,,
603000,High St-Stuart St,Total,519,270,340
603100,Stuart St-Frederick St,1,72,180,190
603100,Stuart St-Frederick St,2,141,270,380
603100,Stuart St-Frederick St,3,51,340,330
603100,Stuart St-Frederick St,4,60,480,470
603100,Stuart St-Frederick St,5,132,580,740
603100,Stuart St-Frederick St,6+,66,750,1170
603100,Stuart St-Frederick St,Not Elsewhere Included,0,,
603100,Stuart St-Frederick St,Total,531,350,550
603210,Opoho,1,15,180,160
603210,Opoho,2,33,240,250
603210,Opoho,3,39,300,300
603210,Opoho,4,21,310,280
603210,Opoho,5,6,600,600
603210,Opoho,6+,6,,
603210,Opoho,Not Elsewhere Included,0,,
603210,Opoho,Total,117,270,400
603220,Forrester Park,1,18,110,140
603220,Forrester Park,2,24,200,210
603220,Forrester Park,3,24,240,220
603220,Forrester Park,4,9,250,310
603220,Forrester Park,5,0,,
603220,Forrester Park,6+,0,,
603220,Forrester Park,Not Elsewhere Included,0,,
603220,Forrester Park,Total,78,240,240
603300,North East Valley,1,108,190,230
603300,North East Valley,2,123,250,240
603300,North East Valley,3,186,280,280
603300,North East Valley,4,144,350,340
603300,North East Valley,5,60,430,400
603300,North East Valley,6+,39,570,880
603300,North East Valley,Not Elsewhere Included,3,,
603300,North East Valley,Total,663,280,310
603400,Pine Hill,1,27,150,140
603400,Pine Hill,2,81,190,170
603400,Pine Hill,3,114,250,220
603400,Pine Hill,4,24,300,270
603400,Pine Hill,5,6,,
603400,Pine Hill,6+,0,,
603400,Pine Hill,Not Elsewhere Included,0,,
603400,Pine Hill,Total,252,200,200
603500,Woodhaugh,1,6,220,220
603500,Woodhaugh,2,12,240,230
603500,Woodhaugh,3,30,290,290
603500,Woodhaugh,4,27,410,390
603500,Woodhaugh,5,21,540,520
603500,Woodhaugh,6+,9,680,680
603500,Woodhaugh,Not Elsewhere Included,0,,
603500,Woodhaugh,Total,105,330,510
603601,North Dunedin,1,84,150,180
603601,North Dunedin,2,81,250,230
603601,North Dunedin,3,63,330,320
603601,North Dunedin,4,111,440,420
603601,North Dunedin,5,210,600,610
603601,North Dunedin,6+,198,750,960
603601,North Dunedin,Not Elsewhere Included,3,,
603601,North Dunedin,Total,753,500,580
603602,Otago University,1,66,210,210
603602,Otago University,2,57,250,230
603602,Otago University,3,90,360,340
603602,Otago University,4,156,460,440
603602,Otago University,5,198,580,660
603602,Otago University,6+,159,700,970
603602,Otago University,Not Elsewhere Included,0,,
603602,Otago University,Total,729,480,570
603710,Maori Hill,1,15,110,150
603710,Maori Hill,2,33,250,230
603710,Maori Hill,3,30,310,350
603710,Maori Hill,4,33,410,400
603710,Maori Hill,5,6,0,0
603710,Maori Hill,6+,3,,
603710,Maori Hill,Not Elsewhere Included,0,,
603710,Maori Hill,Total,120,330,320
603720,Balmacewen,1,12,60,60
603720,Balmacewen,2,33,120,150
603720,Balmacewen,3,21,330,300
603720,Balmacewen,4,0,,
603720,Balmacewen,5,0,,
603720,Balmacewen,6+,0,,
603720,Balmacewen,Not Elsewhere Included,0,,
603720,Balmacewen,Total,66,240,260
603810,Glenleith,1,3,,
603810,Glenleith,2,6,250,240
603810,Glenleith,3,12,270,220
603810,Glenleith,4,6,320,320
603810,Glenleith,5,3,,
603810,Glenleith,6+,0,,
603810,Glenleith,Not Elsewhere Included,0,,
603810,Glenleith,Total,30,310,300
603820,Helensburgh,1,0,,
603820,Helensburgh,2,15,200,190
603820,Helensburgh,3,36,300,630
603820,Helensburgh,4,9,420,420
603820,Helensburgh,5,3,,
603820,Helensburgh,6+,3,,
603820,Helensburgh,Not Elsewhere Included,0,,
603820,Helensburgh,Total,60,280,470
603910,Wakari,1,126,110,130
603910,Wakari,2,111,200,190
603910,Wakari,3,120,280,270
603910,Wakari,4,27,320,670
603910,Wakari,5,9,330,330
603910,Wakari,6+,0,,
603910,Wakari,Not Elsewhere Included,0,,
603910,Wakari,Total,393,210,200
603920,Halfway Bush,1,3,,
603920,Halfway Bush,2,39,130,150
603920,Halfway Bush,3,90,240,210
603920,Halfway Bush,4,12,330,310
603920,Halfway Bush,5,3,,
603920,Halfway Bush,6+,3,,
603920,Halfway Bush,Not Elsewhere Included,0,,
603920,Halfway Bush,Total,147,240,210
603930,Brockville,1,33,110,110
603930,Brockville,2,63,200,160
603930,Brockville,3,201,220,190
603930,Brockville,4,30,220,200
603930,Brockville,5,6,250,250
603930,Brockville,6+,0,,
603930,Brockville,Not Elsewhere Included,6,0,0
603930,Brockville,Total,339,210,190
604010,Roslyn North,1,63,200,190
604010,Roslyn North,2,57,260,260
604010,Roslyn North,3,45,290,270
604010,Roslyn North,4,24,440,430
604010,Roslyn North,5,6,,
604010,Roslyn North,6+,3,,
604010,Roslyn North,Not Elsewhere Included,0,,
604010,Roslyn North,Total,198,260,280
604020,Roslyn South,1,30,160,150
604020,Roslyn South,2,69,250,260
604020,Roslyn South,3,63,280,270
604020,Roslyn South,4,30,340,340
604020,Roslyn South,5,3,,
604020,Roslyn South,6+,3,,
604020,Roslyn South,Not Elsewhere Included,3,,
604020,Roslyn South,Total,198,270,270
604110,Mornington,1,72,160,350
604110,Mornington,2,96,240,230
604110,Mornington,3,150,280,260
604110,Mornington,4,39,310,290
604110,Mornington,5,6,300,310
604110,Mornington,6+,3,,
604110,Mornington,Not Elsewhere Included,6,0,0
604110,Mornington,Total,369,250,240
604120,Belleknowes,1,39,170,180
604120,Belleknowes,2,39,220,220
604120,Belleknowes,3,51,290,300
604120,Belleknowes,4,27,380,370
604120,Belleknowes,5,3,,
604120,Belleknowes,6+,0,,
604120,Belleknowes,Not Elsewhere Included,3,,
604120,Belleknowes,Total,168,240,250
604130,Kenmure,1,3,,
604130,Kenmure,2,30,230,250
604130,Kenmure,3,57,290,290
604130,Kenmure,4,30,300,300
604130,Kenmure,5,3,,
604130,Kenmure,6+,0,,
604130,Kenmure,Not Elsewhere Included,0,,
604130,Kenmure,Total,123,270,280
60421aversham,1,108,120,130
60421aversham,2,246,210,200
60421aversham,3,216,260,260
60421aversham,4,57,270,270
60421aversham,5,15,290,260
60421aversham,6+,6,,
60421aversham,Not Elsewhere Included,3,,
60421aversham,Total,660,220,230
60422orstorphine West,1,0,,
60422orstorphine West,2,33,120,130
60422orstorphine West,3,45,120,150
60422orstorphine West,4,3,,
60422orstorphine West,5,0,,
60422orstorphine West,6+,0,,
60422orstorphine West,Not Elsewhere Included,0,,
60422orstorphine West,Total,84,140,160
60422orstorphine East,1,24,110,120
60422orstorphine East,2,18,150,160
60422orstorphine East,3,27,280,260
60422orstorphine East,4,6,310,310
60422orstorphine East,5,0,,
60422orstorphine East,6+,3,,
60422orstorphine East,Not Elsewhere Included,0,,
60422orstorphine East,Total,78,250,220
60430aledonian,1,,,
60430aledonian,2,,,
60430aledonian,3,,,
60430aledonian,4,,,
60430aledonian,5,,,
60430aledonian,6+,,,
60430aledonian,Not Elsewhere Included,,,
60430aledonian,Total,,,
604410,South Dunedin,1,219,110,190
604410,South Dunedin,2,231,200,200
604410,South Dunedin,3,162,250,240
604410,South Dunedin,4,39,300,310
604410,South Dunedin,5,6,,
604410,South Dunedin,6+,3,,
604410,South Dunedin,Not Elsewhere Included,9,160,160
604410,South Dunedin,Total,666,200,190
604420,Forbury,1,15,190,170
604420,Forbury,2,54,230,220
604420,Forbury,3,75,270,260
604420,Forbury,4,18,300,280
604420,Forbury,5,3,,
604420,Forbury,6+,0,,
604420,Forbury,Not Elsewhere Included,0,,
604420,Forbury,Total,165,260,250
604500,Slair,1,75,110,130
604500,Slair,2,156,180,170
604500,Slair,3,171,250,240
604500,Slair,4,48,340,320
604500,Slair,5,9,440,450
604500,Slair,6+,6,,
604500,Slair,Not Elsewhere Included,6,140,140
604500,Slair,Total,468,210,210
604611,Musselburgh,1,45,110,140
604611,Musselburgh,2,54,240,230
604611,Musselburgh,3,93,300,290
604611,Musselburgh,4,33,330,360
604611,Musselburgh,5,6,,
604611,Musselburgh,6+,0,,
604611,Musselburgh,Not Elsewhere Included,6,,
604611,Musselburgh,Total,234,270,250
604612,Andersons Bay,1,18,180,160
604612,Andersons Bay,2,51,240,210
604612,Andersons Bay,3,69,280,270
604612,Andersons Bay,4,18,310,300
604612,Andersons Bay,5,6,130,130
604612,Andersons Bay,6+,0,,
604612,Andersons Bay,Not Elsewhere Included,0,,
604612,Andersons Bay,Total,165,250,240
604620,Vauxhall,1,12,230,250
604620,Vauxhall,2,42,260,260
604620,Vauxhall,3,90,300,300
604620,Vauxhall,4,18,360,370
604620,Vauxhall,5,9,360,360
604620,Vauxhall,6+,3,,
604620,Vauxhall,Not Elsewhere Included,3,,
604620,Vauxhall,Total,177,290,300
604710,St Leonards-Blanket Bay,1,3,,
604710,St Leonards-Blanket Bay,2,6,260,240
604710,St Leonards-Blanket Bay,3,9,300,320
604710,St Leonards-Blanket Bay,4,9,250,250
604710,St Leonards-Blanket Bay,5,3,,
604710,St Leonards-Blanket Bay,6+,3,,
604710,St Leonards-Blanket Bay,Not Elsewhere Included,0,,
604710,St Leonards-Blanket Bay,Total,30,270,260
604720,Ravensbourne,1,12,160,170
604720,Ravensbourne,2,24,230,200
604720,Ravensbourne,3,57,260,270
604720,Ravensbourne,4,9,260,240
604720,Ravensbourne,5,6,,
604720,Ravensbourne,6+,0,,
604720,Ravensbourne,Not Elsewhere Included,0,,
604720,Ravensbourne,Total,108,250,240
604810,Inner Peninsula,1,6,,
604810,Inner Peninsula,2,21,240,230
604810,Inner Peninsula,3,33,250,270
604810,Inner Peninsula,4,9,100,100
604810,Inner Peninsula,5,3,,
604810,Inner Peninsula,6+,0,,
604810,Inner Peninsula,Not Elsewhere Included,0,,
604810,Inner Peninsula,Total,66,240,260
60482ompany Bay,1,0,,
60482ompany Bay,2,3,,
60482ompany Bay,3,9,290,370
60482ompany Bay,4,6,,
60482ompany Bay,5,0,,
60482ompany Bay,6+,0,,
60482ompany Bay,Not Elsewhere Included,0,,
60482ompany Bay,Total,21,310,340
604822,Macandrew Bay,1,0,,
604822,Macandrew Bay,2,24,270,240
604822,Macandrew Bay,3,24,260,250
604822,Macandrew Bay,4,12,290,250
604822,Macandrew Bay,5,0,,
604822,Macandrew Bay,6+,0,,
604822,Macandrew Bay,Not Elsewhere Included,0,,
604822,Macandrew Bay,Total,63,270,260
604830,Broad Bay-Portobello,1,9,230,230
604830,Broad Bay-Portobello,2,24,200,210
604830,Broad Bay-Portobello,3,30,290,280
604830,Broad Bay-Portobello,4,9,310,310
604830,Broad Bay-Portobello,5,0,,
604830,Broad Bay-Portobello,6+,3,,
604830,Broad Bay-Portobello,Not Elsewhere Included,0,,
604830,Broad Bay-Portobello,Total,75,240,240
604901,Taiaroape Saunders,1,6,,
604901,Taiaroape Saunders,2,12,150,160
604901,Taiaroape Saunders,3,9,180,190
604901,Taiaroape Saunders,4,3,,
604901,Taiaroape Saunders,5,3,,
604901,Taiaroape Saunders,6+,0,,
604901,Taiaroape Saunders,Not Elsewhere Included,0,,
604901,Taiaroape Saunders,Total,30,160,170
604902,Sandymount,1,,,
604902,Sandymount,2,,,
604902,Sandymount,3,,,
604902,Sandymount,4,,,
604902,Sandymount,5,,,
604902,Sandymount,6+,,,
604902,Sandymount,Not Elsewhere Included,,,
604902,Sandymount,Total,6,250,240
605100,Sawyers Bay,1,12,150,150
605100,Sawyers Bay,2,15,210,210
605100,Sawyers Bay,3,27,250,220
605100,Sawyers Bay,4,6,,
605100,Sawyers Bay,5,0,,
605100,Sawyers Bay,6+,0,,
605100,Sawyers Bay,Not Elsewhere Included,0,,
605100,Sawyers Bay,Total,60,220,210
605200,Porhalmers,1,24,170,200
605200,Porhalmers,2,51,160,160
605200,Porhalmers,3,63,220,220
605200,Porhalmers,4,15,280,280
605200,Porhalmers,5,3,,
605200,Porhalmers,6+,0,,
605200,Porhalmers,Not Elsewhere Included,3,,
605200,Porhalmers,Total,162,200,200
605400,St Kilda West,1,9,170,170
605400,St Kilda West,2,42,240,230
605400,St Kilda West,3,81,290,300
605400,St Kilda West,4,30,330,340
605400,St Kilda West,5,3,,
605400,St Kilda West,6+,0,,
605400,St Kilda West,Not Elsewhere Included,0,,
605400,St Kilda West,Total,165,280,290
605500,St Kildentral,1,63,110,130
605500,St Kildentral,2,93,230,220
605500,St Kildentral,3,90,290,290
605500,St Kildentral,4,33,320,310
605500,St Kildentral,5,6,,
605500,St Kildentral,6+,0,,
605500,St Kildentral,Not Elsewhere Included,0,,
605500,St Kildentral,Total,282,250,280
605600,St Kilda East,1,63,130,140
605600,St Kilda East,2,150,230,220
605600,St Kilda East,3,105,280,270
605600,St Kilda East,4,39,320,330
605600,St Kilda East,5,9,340,350
605600,St Kilda East,6+,0,,
605600,St Kilda East,Not Elsewhere Included,3,,
605600,St Kilda East,Total,369,240,250
605800,Green Island,1,60,120,140
605800,Green Island,2,57,190,200
605800,Green Island,3,69,270,240
605800,Green Island,4,27,280,280
605800,Green Island,5,3,,
605800,Green Island,6+,3,,
605800,Green Island,Not Elsewhere Included,0,,
605800,Green Island,Total,219,210,280
605910,Abbotsford,1,6,,
605910,Abbotsford,2,15,240,240
605910,Abbotsford,3,42,260,260
605910,Abbotsford,4,12,260,260
605910,Abbotsford,5,0,,
605910,Abbotsford,6+,0,,
605910,Abbotsford,Not Elsewhere Included,0,,
605910,Abbotsford,Total,72,250,230
60592oncord,1,3,,
60592oncord,2,39,100,150
60592oncord,3,87,240,200
60592oncord,4,18,220,210
60592oncord,5,3,,
60592oncord,6+,0,,
60592oncord,Not Elsewhere Included,3,,
60592oncord,Total,150,200,190
606100,Mosgiel East,1,60,110,130
606100,Mosgiel East,2,99,190,330
606100,Mosgiel East,3,219,200,190
606100,Mosgiel East,4,30,170,190
606100,Mosgiel East,5,0,,
606100,Mosgiel East,6+,0,,
606100,Mosgiel East,Not Elsewhere Included,3,,
606100,Mosgiel East,Total,405,180,180
606210,Mosgiel South,1,42,150,140
606210,Mosgiel South,2,135,190,180
606210,Mosgiel South,3,111,290,280
606210,Mosgiel South,4,21,310,290
606210,Mosgiel South,5,0,,
606210,Mosgiel South,6+,0,,
606210,Mosgiel South,Not Elsewhere Included,3,,
606210,Mosgiel South,Total,315,220,260
606220,East Taieri,1,0,,
606220,East Taieri,2,12,210,210
606220,East Taieri,3,18,330,350
606220,East Taieri,4,6,280,280
606220,East Taieri,5,3,,
606220,East Taieri,6+,3,,
606220,East Taieri,Not Elsewhere Included,0,,
606220,East Taieri,Total,42,270,250
606300,Bush Road,1,12,180,160
606300,Bush Road,2,57,210,180
606300,Bush Road,3,102,280,250
606300,Bush Road,4,15,320,320
606300,Bush Road,5,0,,
606300,Bush Road,6+,3,,
606300,Bush Road,Not Elsewhere Included,0,,
606300,Bush Road,Total,186,240,220
606500,Benhar,1,,,
606500,Benhar,2,,,
606500,Benhar,3,6,160,160
606500,Benhar,4,,,
606500,Benhar,5,,,
606500,Benhar,6+,,,
606500,Benhar,Not Elsewhere Included,,,
606500,Benhar,Total,12,190,190
606600,Stirling,1,,,
606600,Stirling,2,,,
606600,Stirling,3,9,220,220
606600,Stirling,4,,,
606600,Stirling,5,,,
606600,Stirling,6+,,,
606600,Stirling,Not Elsewhere Included,,,
606600,Stirling,Total,12,160,160
606700,Bruce,1,15,60,70
606700,Bruce,2,24,160,160
606700,Bruce,3,75,140,330
606700,Bruce,4,45,130,130
606700,Bruce,5,9,200,170
606700,Bruce,6+,0,,
606700,Bruce,Not Elsewhere Included,0,,
606700,Bruce,Total,168,140,240
606800,Milton,1,24,90,110
606800,Milton,2,54,160,380
606800,Milton,3,111,190,180
606800,Milton,4,21,190,180
606800,Milton,5,6,250,250
606800,Milton,6+,0,,
606800,Milton,Not Elsewhere Included,3,,
606800,Milton,Total,216,180,170
606900,Kaitangata,1,3,,
606900,Kaitangata,2,12,150,160
606900,Kaitangata,3,30,170,160
606900,Kaitangata,4,6,,
606900,Kaitangata,5,0,,
606900,Kaitangata,6+,0,,
606900,Kaitangata,Not Elsewhere Included,0,,
606900,Kaitangata,Total,54,150,140
60700linton,1,3,,
60700linton,2,6,,
60700linton,3,12,130,140
60700linton,4,0,,
60700linton,5,0,,
60700linton,6+,0,,
60700linton,Not Elsewhere Included,0,,
60700linton,Total,21,130,120
607100,Kaka Point,1,3,,
607100,Kaka Point,2,9,170,160
607100,Kaka Point,3,9,180,180
607100,Kaka Point,4,3,,
607100,Kaka Point,5,3,,
607100,Kaka Point,6+,0,,
607100,Kaka Point,Not Elsewhere Included,0,,
607100,Kaka Point,Total,21,160,150
607200,Owaka,1,3,,
607200,Owaka,2,3,,
607200,Owaka,3,12,130,130
607200,Owaka,4,3,,
607200,Owaka,5,0,,
607200,Owaka,6+,0,,
607200,Owaka,Not Elsewhere Included,0,,
607200,Owaka,Total,24,100,120
60730lutha,1,9,80,80
60730lutha,2,27,90,90
60730lutha,3,99,100,270
60730lutha,4,57,120,350
60730lutha,5,9,90,140
60730lutha,6+,3,,
60730lutha,Not Elsewhere Included,0,,
60730lutha,Total,204,100,200
607400,Balclutha,1,54,100,150
607400,Balclutha,2,123,160,160
607400,Balclutha,3,168,200,190
607400,Balclutha,4,57,220,210
607400,Balclutha,5,0,,
607400,Balclutha,6+,0,,
607400,Balclutha,Not Elsewhere Included,3,,
607400,Balclutha,Total,408,180,180
607501,Teviot,1,3,,
607501,Teviot,2,15,130,270
607501,Teviot,3,36,150,130
607501,Teviot,4,9,130,130
607501,Teviot,5,3,,
607501,Teviot,6+,0,,
607501,Teviot,Not Elsewhere Included,0,,
607501,Teviot,Total,66,130,130
607502,Tuapeka,1,0,,
607502,Tuapeka,2,9,100,100
607502,Tuapeka,3,57,100,100
607502,Tuapeka,4,27,80,90
607502,Tuapeka,5,3,,
607502,Tuapeka,6+,3,,
607502,Tuapeka,Not Elsewhere Included,0,,
607502,Tuapeka,Total,102,100,240
607600,Tapanui,1,15,110,110
607600,Tapanui,2,15,90,90
607600,Tapanui,3,36,130,470
607600,Tapanui,4,3,,
607600,Tapanui,5,3,,
607600,Tapanui,6+,0,,
607600,Tapanui,Not Elsewhere Included,0,,
607600,Tapanui,Total,72,130,120
607700,Lawrence,1,3,,
607700,Lawrence,2,9,110,110
607700,Lawrence,3,21,160,160
607700,Lawrence,4,9,190,190
607700,Lawrence,5,0,,
607700,Lawrence,6+,0,,
607700,Lawrence,Not Elsewhere Included,3,,
607700,Lawrence,Total,42,130,130
607800,Roxburgh,1,9,120,120
607800,Roxburgh,2,9,140,130
607800,Roxburgh,3,27,170,140
607800,Roxburgh,4,6,,
